Dates,CCMP(Eq),RTY(Eq),TRAN(Eq),NKY(Eq),XAGUSD(Cm),HG1(Cm),JO1(Cm),USGG3Y(B),GUKG10(B),GJGB10(B)
1997-07-30,1588.05,415.4,2973.13,20212.82,4.39,105.9,75.8,5.81,6.9,2.39
1997-07-31,1593.81,416.44,2992.11,20331.43,4.46,108.9,75.85,5.78,6.96,2.36
1997-08-01,1594.33,416.15,2951.3,19804.38,4.48,107.25,75.55,5.94,7.01,2.36
1997-08-04,1605.45,417.62,2976.49,19668.07,4.52,106.2,75.15,5.99,7.05,2.37
1997-08-05,1621.53,420.28,2991.11,19514.45,4.35,107.2,75.15,6.01,7.09,2.36
1997-08-06,1630.44,422.62,3009.25,19702.07,4.36,106.2,75.6,5.99,7.05,2.4
1997-08-07,1624.18,422.04,2993.96,19475.85,4.4,108.1,76.25,6.01,7.05,2.36
1997-08-08,1598.52,416.08,2937.02,19604.46,4.4,106.1,77.4,6.1,7.09,2.35
1997-08-11,1586.74,414.55,2934.16,18824.18,4.46,105.2,81.85,6.1,7.1,2.36
1997-08-12,1576.24,413.37,2913.84,19099.11,4.45,104.85,81.3,6.13,7.04,2.37
1997-08-13,1583.4,413.62,2916.53,19008.6,4.53,105.15,79.25,6.04,7.09,2.37
1997-08-14,1586.69,413.85,2895.53,19222.62,4.42,103.8,69.65,5.97,7.04,2.33
1997-08-15,1562.03,410.56,2864.96,19326.03,4.58,100,68.9,5.93,7.06,2.33
1997-08-18,1569.52,410.66,2873.86,19041.1,4.52,96.7,67.2,5.91,7.01,2.32
1997-08-19,1600.71,415.81,2880.41,18961,4.53,97.85,69.05,5.93,7.01,2.31
1997-08-20,1628.7,420.99,2932.32,19252.23,4.52,98.15,69.05,5.99,7,2.3
1997-08-21,1607.36,418.93,2932.48,19157.12,4.54,99.1,68.3,6.06,7.02,2.3
1997-08-22,1598.69,417.68,2937.02,18650.17,4.69,99.95,67.8,6.08,7.11,2.29
1997-08-25,1601.57,420.01,2940.88,18656.17,4.64,99.6,67.6,6.1,7.09,2.27
1997-08-26,1591.3,420.26,2912.66,18814.98,4.68,99.8,67.4,6.08,7.09,2.25
1997-08-27,1595.54,422.83,2901.83,18441.94,4.67,99.9,67.55,6.11,7.1,2.28
1997-08-28,1581.32,423.65,2876.88,18451.45,4.69,96.55,68.5,6.03,7.06,2.25
1997-08-29,1587.32,425.55,2870.17,18229.42,4.66,99.1,67.85,6.09,7.07,2.23
1997-09-01,1587.32,423.43,2870.17,17974.3,4.66,99.1,67.85,6.09,7.03,2.24
1997-09-02,1618.09,430.16,2926.6,18232.52,4.63,95.55,68.25,6.03,7.03,2.2
1997-09-03,1618.24,430.87,2959.36,18735.17,4.68,97.15,68.4,6.08,6.99,2.25
1997-09-04,1624.63,431.74,2950.46,18615.06,4.69,96.95,68.75,6.08,6.99,2.28
1997-09-05,1635.77,435.11,2959.53,18650.17,4.72,97.75,69.5,6.07,6.99,2.27
1997-09-08,1645.35,438.1,3026.05,18633.86,4.69,96.15,70,6.06,6.94,2.23
1997-09-09,1656.22,439.85,3011.1,18695.97,4.75,96.1,69.6,6.07,6.97,2.25
1997-09-10,1639.25,439,3020.5,18704.77,4.74,96.4,70.3,6.09,6.97,2.24
1997-09-11,1639.86,438.06,3027.22,18282.23,4.76,93.7,70.75,6.1,6.95,2.26
1997-09-12,1649.33,442.3,3038.98,17965.8,4.77,94,69.75,6,6.89,2.22
1997-09-15,1634.92,442.39,3075.26,17965.8,4.75,94.3,69.45,5.99,6.85,2.22
1997-09-16,1668.6,447.5,3122.13,17974.5,4.6,93.4,69.4,5.87,6.7,2.19
1997-09-17,1666.47,448.46,3134.22,17683.27,4.6,93.55,69.05,5.87,6.72,2.17
1997-09-18,1670.02,448.8,3162.1,17930.09,4.7,94.95,68.85,5.89,6.63,2.18
1997-09-19,1680.36,449.49,3208.8,18058.21,4.73,94.9,69.15,5.87,6.67,2.19
1997-09-22,1689.45,451.34,3185.96,18201.32,4.7,93.85,68.7,5.84,6.62,2.16
1997-09-23,1697.36,451.81,3156.06,18201.32,4.71,93.8,69.25,5.88,6.64,2.16
1997-09-24,1687.41,450.9,3167.31,18420.08,4.76,94.35,69.9,5.83,6.61,2.16
1997-09-25,1678.89,450.22,3139.6,18341.96,4.79,93.6,73.75,5.9,6.63,2.13
1997-09-26,1682.24,451.18,3163.11,17994.71,4.82,93.7,73.2,5.86,6.42,2.14
1997-09-29,1694.98,453.51,3190.83,17987.21,5.1,99.45,71.7,5.86,6.45,2.11
1997-09-30,1685.69,456.15,3179.74,17887.71,5.23,97,72.1,5.84,6.45,2.12
1997-10-01,1690.3,456.9,3203.59,17842.16,5.18,96.6,71.9,5.8,6.33,2.05
1997-10-02,1702.41,459.15,3227.78,17455.04,5.17,93.75,73.05,5.78,6.32,2.01
1997-10-03,1715.87,461.84,3207.79,17647.45,5.3,93.85,74.5,5.76,6.21,2.03
1997-10-06,1721.91,463.96,3249.95,17824.78,5.21,94.3,74.55,5.73,6.29,2
1997-10-07,1737.27,465.99,3281.2,17511.19,5.2,94.85,73.55,5.7,6.31,1.94
1997-10-08,1741.77,465.86,3268.43,17619.18,5.24,94.25,72.55,5.84,6.43,1.96
1997-10-09,1745.85,466.74,3272.97,17376.92,5.14,95.05,72,5.83,6.48,2
1997-10-10,1739.03,467.22,3264.2,17376.92,5.21,94.25,66.8,5.91,6.51,2
1997-10-13,1742.12,467.4,3288.72,17204.7,5.16,94.15,66.55,5.9,6.44,1.96
1997-10-14,1732.79,466.19,3317.69,17306.39,5.1,95.85,67.15,5.84,6.42,1.97
1997-10-15,1723.37,465.21,3359.27,17331.37,5.08,97.05,67.95,5.89,6.46,1.99
1997-10-16,1699.66,459.71,3308.27,17707.49,4.94,95.4,68.3,5.89,6.51,2.01
1997-10-17,1666.85,451.75,3254.43,17478.42,4.97,95.75,68.35,5.97,6.51,1.98
1997-10-20,1685.45,456.35,3282.68,17294.51,4.95,96.95,68.7,5.95,6.58,1.94
1997-10-21,1712.54,461.47,3368.33,17210.09,4.99,94.9,69.1,5.95,6.61,1.94
1997-10-22,1708.08,460.86,3367.09,17687.61,5.05,95.35,69.85,5.94,6.63,1.93
1997-10-23,1671.25,451.9,3292.63,17151.55,4.95,93.9,68.9,5.83,6.55,1.91
1997-10-24,1650.92,450.18,3239.14,17363.74,4.8,91.1,69.65,5.81,6.53,1.9
1997-10-27,1535.09,422.65,3004.58,17038.36,4.81,90.45,69.55,5.61,6.62,1.86
1997-10-28,1603.02,432.2,3099.83,16312.69,4.84,90.5,68.35,5.79,6.61,1.82
1997-10-29,1602.75,437.28,3135.19,16857.04,4.81,91.05,68.8,5.68,6.59,1.83
1997-10-30,1570.41,431.05,3091.65,16364.94,4.89,90.95,68.65,5.66,6.57,1.79
1997-10-31,1593.61,435.73,3131.46,16458.94,4.76,90.75,67.2,5.68,6.54,1.82
1997-11-03,1629.98,443.42,3203.25,16458.94,4.85,90.45,68.9,5.75,6.58,1.82
1997-11-04,1631.15,444.69,3201.83,16500.1,4.87,90.3,71.2,5.79,6.54,1.81
1997-11-05,1637.33,447.21,3207.51,16448.05,4.88,90.45,71.25,5.76,6.59,1.79
1997-11-06,1623.44,445.26,3211.6,16533.87,4.92,89.1,69.85,5.74,6.54,1.81
1997-11-07,1602.4,437.62,3184.23,15836.36,4.88,89.2,71.55,5.76,6.66,1.8
1997-11-10,1590.72,437.81,3143.01,15697.2,4.88,90.65,77.9,5.77,6.58,1.85
1997-11-11,1584.86,435.85,3148.87,15867.23,4.99,89.4,81.25,5.77,6.67,1.87
1997-11-12,1541.72,425.87,3086.68,15434.17,4.91,88.55,83.65,5.73,6.78,1.9
1997-11-13,1559.25,425.8,3068.45,15427.27,5.16,88.6,82.75,5.73,6.7,1.82
1997-11-14,1583.51,430.83,3106.69,15082.52,5.11,89,82.15,5.75,6.63,1.85
1997-11-17,1614.11,438.08,3149.57,16283.32,5.14,89.15,84.7,5.71,6.61,1.9
1997-11-18,1600.44,434.62,3110.8,16726.57,5.12,85.95,84.65,5.72,6.65,1.92
1997-11-19,1601.22,433.21,3092.75,15842.46,5.23,85.9,78.4,5.7,6.59,1.94
1997-11-20,1626.56,438.22,3171.19,16308.49,5.25,84.9,78.55,5.74,6.52,1.97
1997-11-21,1620.75,437.54,3184.41,16721.58,5.44,84,81.65,5.7,6.53,1.97
1997-11-24,1586.99,430.43,3145.91,16721.58,5.41,83.7,82.75,5.72,6.52,1.97
1997-11-25,1589.04,429.47,3157.97,15867.53,5.26,83.9,79.8,5.74,6.51,1.91
1997-11-26,1594.5,430.74,3183.34,16045.55,5.24,84.05,79.8,5.76,6.53,1.95
1997-11-27,1594.5,428.16,3183.34,16603.2,5.27,84.05,79.8,5.76,6.56,1.99
1997-11-28,1600.55,432.51,3199.96,16636.26,5.31,84.05,79.8,5.81,6.5,1.96
1997-12-01,1630.72,436.74,3281.79,17007.59,5.31,81.45,82.35,5.79,6.51,1.95
1997-12-02,1606.37,435.03,3288.3,16910.29,5.32,81.5,80.15,5.78,6.46,1.95
1997-12-03,1615.13,436.37,3290.64,16585.51,5.31,80.3,81.4,5.74,6.49,1.88
1997-12-04,1613.42,437.41,3305.64,16306.79,5.29,80.9,82.75,5.74,6.45,1.82
1997-12-05,1633.9,440.56,3315.94,16424.48,5.41,79.6,80.5,5.83,6.53,1.82
1997-12-08,1651.54,444.54,3352.43,16131.57,5.4,80.85,79.75,5.86,6.48,1.81
1997-12-09,1620.55,440.7,3340.5,16686.51,5.47,80.6,83.15,5.81,6.41,1.97
1997-12-10,1596.61,435.33,3334.9,16478.12,5.93,80.5,83,5.76,6.39,1.95
1997-12-11,1558.54,427.22,3243.68,16050.15,5.82,80.05,82.95,5.67,6.29,1.92
1997-12-12,1536.58,425.18,3236.81,15904.3,5.89,80.3,88.25,5.63,6.27,1.9
1997-12-15,1536.56,423.29,3272.4,15909.39,5.92,79,90.7,5.7,6.26,1.89
1997-12-16,1553,427.79,3255.42,15985.21,6.04,77.85,88.65,5.68,6.28,1.91
1997-12-17,1547.38,428.84,3235.19,16541.06,5.97,79.1,86.8,5.71,6.32,1.97
1997-12-18,1523.19,422.79,3173.77,16161.64,6.08,79.75,87,5.67,6.29,1.91
1997-12-19,1524.74,422.42,3143.6,15314.89,6.07,79.5,86.7,5.67,6.26,1.92
1997-12-22,1532.06,425.33,3149.38,14799.4,6.08,79.4,85.1,5.68,6.26,1.92
1997-12-23,1509.91,424.47,3124.36,14799.4,6.25,78.4,84.5,5.66,6.21,1.92
1997-12-24,1499.53,423.41,3101.87,14924.98,6.39,77.55,84.8,5.69,6.19,1.91
1997-12-25,1499.53,421.04,3101.87,15300.1,6.29,77.55,84.8,5.7,6.2,1.92
1997-12-26,1511.38,423.77,3101.69,14802.6,6.36,77.3,84.8,5.71,6.2,1.92
1997-12-29,1537.45,429.01,3115.96,14775.22,6.32,76.6,85.65,5.72,6.2,1.92
1997-12-30,1565.03,436.33,3216.22,15258.74,6.16,78.5,82.1,5.72,6.33,1.94
1997-12-31,1570.35,439.45,3256.5,15258.74,6.01,78.1,80,5.66,6.29,1.94
1998-01-01,1570.35,437.02,3256.5,15258.74,6,78.1,80,5.68,6.29,1.94
1998-01-02,1581.53,438.89,3240.61,15258.74,5.97,77.45,80,5.58,6.27,1.94
1998-01-05,1594.12,439.39,3259.21,14956.84,5.93,76.4,78.4,5.47,6.13,1.89
1998-01-06,1580.14,435.43,3278,14896.4,6.09,76.7,77.5,5.41,6.1,1.85
1998-01-07,1561.7,432.15,3331.47,15028.17,6.04,76.2,77.75,5.43,6.09,1.86
1998-01-08,1555.54,428.04,3290.64,15019.18,5.8,75.85,77.75,5.32,6.03,1.88
1998-01-09,1503.22,415.31,3194.36,14995.1,5.67,75.3,78.9,5.21,6.01,1.88
1998-01-12,1507.58,413.2,3233.02,14664.44,5.51,74.8,86.15,5.19,5.97,1.85
1998-01-13,1541.63,420.84,3255.96,14755.94,5.74,76.9,87.6,5.26,5.99,1.87
1998-01-14,1548.76,424.32,3229.41,15121.98,5.73,77.3,89.05,5.29,6.03,1.87
1998-01-15,1547.06,424.21,3228.95,15121.98,5.89,78,97.1,5.27,6.06,1.87
1998-01-16,1562.88,428.78,3289.56,16046.45,5.84,77.25,94,5.32,6.07,1.91
1998-01-19,1562.88,426.25,3289.56,16262.04,5.78,77.25,94.35,5.34,6.08,1.94
1998-01-20,1590.14,433.82,3366.52,16366.53,5.77,77,94.1,5.38,6.07,1.96
1998-01-21,1587.92,432.29,3337.61,16684.42,5.86,77.35,95.2,5.33,6.07,2.01
1998-01-22,1576.51,428.62,3310.15,16405.69,5.79,78.55,99.1,5.33,6.04,1.99
1998-01-23,1575.93,427.15,3244.4,16789.11,5.94,79.45,98,5.42,6.06,2.07
1998-01-26,1561.46,423.3,3239.16,17073.33,5.99,79.75,98.15,5.4,6.09,2.09
1998-01-27,1578.9,424.83,3224.7,16981.62,6.2,81.2,97.9,5.48,6.09,2.08
1998-01-28,1610.82,430.78,3312.59,16973.83,6.12,80.6,98.2,5.49,6.12,2.08
1998-01-29,1619.49,434.15,3340.22,17014.59,6.09,80.7,100.3,5.37,6.07,2.06
1998-01-30,1619.36,432.2,3309.07,16628.47,6.23,79.3,103.15,5.32,6.04,2.01
1998-02-02,1652.89,436.49,3361.73,16776.82,6.35,78.85,98.65,5.37,6.07,2.03
1998-02-03,1666.34,439.77,3386.21,17022.98,6.78,76.75,97.65,5.34,6.06,2.03
1998-02-04,1680.44,443.88,3394.93,16882.62,7.31,77.35,97.6,5.32,6.11,2
1998-02-05,1676.9,446.08,3387.14,17003.3,7.64,76.9,99.75,5.38,6.12,2.02
1998-02-06,1694.35,447.54,3416.25,17040.06,7.24,76.55,100.45,5.39,6.1,2.02
1998-02-09,1690.43,449.35,3463.17,17205,7.04,75.35,97.2,5.43,6.09,1.98
1998-02-10,1709.04,453.25,3485.6,17205.09,7.2,76.95,96.55,5.43,6.01,1.98
1998-02-11,1708.55,454.05,3494.5,17205.09,7.1,77.15,95.15,5.38,5.97,1.98
1998-02-12,1714.34,454.44,3575.07,17174.93,7.08,76.95,95.2,5.38,5.95,1.99
1998-02-13,1710.42,456.35,3543.27,16791.01,7.16,75.95,95.8,5.35,5.94,1.97
1998-02-16,1710.42,454.29,3543.27,16775.52,7.06,75.95,95.8,5.35,5.92,1.96
1998-02-17,1703.43,455.06,3562.27,16790.71,6.83,75.35,96.85,5.33,5.92,1.96
1998-02-18,1715.73,456.57,3534.54,16613.89,6.64,74.45,96.7,5.37,5.95,1.93
1998-02-19,1727.01,456.14,3504.61,16616.48,6.84,75.15,97.9,5.39,5.95,1.91
1998-02-20,1728.13,455.92,3452.42,16756.24,6.57,74.15,100.5,5.4,5.96,1.9
1998-02-23,1751.76,458.19,3497.51,16609.49,6.49,72.75,100.75,5.45,5.99,1.84
1998-02-24,1738.71,456.21,3418.84,16198,6.4,72.55,97.4,5.57,6.04,1.85
1998-02-25,1766.48,460.38,3435.34,16360.64,6.05,74.9,99.1,5.54,6.03,1.9
1998-02-26,1777.11,463.44,3401.91,16501.7,6.22,76,98.7,5.58,6.03,1.87
1998-02-27,1770.51,463.66,3364.92,16831.67,6.5,75.8,99.3,5.54,6.09,1.9
1998-03-02,1758.54,463.31,3374.13,17264.34,6.61,78.6,100.75,5.58,6.04,1.91
1998-03-03,1757.14,464.26,3445.32,17168.33,6.41,77.4,100.5,5.64,6.1,1.91
1998-03-04,1759.7,463.92,3437.26,17095.6,6.38,77.6,101.25,5.6,6.13,1.89
1998-03-05,1711.92,458.58,3397.16,16848.55,6.39,79.5,102.8,5.62,6.06,1.86
1998-03-06,1753.49,465.42,3465.85,17131.97,6.09,79.35,103.5,5.58,6.04,1.89
1998-03-09,1725.16,462.77,3489.07,16972.53,6.09,79.25,103.25,5.55,5.97,1.85
1998-03-10,1748.51,466.2,3527.06,16982.82,6.32,79.8,103.5,5.54,5.97,1.83
1998-03-11,1756.85,468.71,3525.33,16756.14,6.14,79.9,102.7,5.53,5.99,1.78
1998-03-12,1764.06,469.35,3542.31,16575.22,6.22,82.6,106.7,5.47,5.93,1.79
1998-03-13,1771.66,470.35,3548.45,17060.14,6.17,82.1,110.05,5.49,5.96,1.81
1998-03-16,1788.18,473.3,3623.57,16861.14,6.13,82.25,110,5.45,5.91,1.77
1998-03-17,1779.3,472.59,3636.81,16997.2,5.9,81.7,109.05,5.48,5.96,1.77
1998-03-18,1788.28,473.76,3603.81,16619.68,5.99,79.95,108.6,5.49,5.92,1.74
1998-03-19,1799.98,475.93,3613.4,16679.02,5.99,79.35,108.05,5.49,5.98,1.77
1998-03-20,1789.16,475.92,3586.92,16830.47,6.23,79.25,109.8,5.5,5.91,1.81
1998-03-23,1792.51,475.65,3506.94,16868.83,6.46,80.95,108.55,5.5,5.92,1.77
1998-03-24,1812.44,477.99,3530.88,16606.39,6.39,79.35,108.7,5.51,5.91,1.79
1998-03-25,1824.51,478.66,3517.52,16658.34,6.39,78.25,108,5.58,5.91,1.79
1998-03-26,1828.54,479.39,3512.51,16980.62,6.35,78.75,105.85,5.65,5.91,1.83
1998-03-27,1823.62,478.7,3512.32,16739.26,6.4,78.85,108.35,5.66,5.93,1.9
1998-03-30,1818.7,477.82,3499.33,16263.04,6.38,79.6,106.65,5.65,5.95,1.9
1998-03-31,1835.68,482.2,3577.09,16527.17,6.51,79.85,104.05,5.58,5.88,1.88
1998-04-01,1847.66,486.46,3578.57,16241.66,6.38,76.7,102.05,5.54,5.91,1.84
1998-04-02,1852.96,487.87,3620.88,15702.9,6.56,77.2,101.85,5.51,5.82,1.86
1998-04-03,1855.4,487.24,3639.26,15517.78,6.61,76.35,102.85,5.43,5.77,1.94
1998-04-06,1829.14,483.35,3601.03,15705.99,6.41,76.7,101.05,5.46,5.77,1.93
1998-04-07,1798.71,476.7,3535.15,15978.72,6.43,77.7,97.65,5.47,5.77,1.92
1998-04-08,1807.01,476.85,3506.57,16376.62,6.46,78.25,94.85,5.49,5.75,1.93
1998-04-09,1820.24,481.57,3537.19,16536.66,6.46,81.05,94.1,5.51,5.75,1.94
1998-04-10,1820.24,480.04,3537.19,16481.12,6.3,81.05,94.1,5.51,5.75,1.89
1998-04-13,1824.95,481.05,3558.53,16317.58,6.41,82.15,96.35,5.58,5.75,1.86
1998-04-14,1843.03,486.32,3590.08,16277.32,6.33,81.8,96.6,5.56,5.74,1.84
1998-04-15,1863.26,488.69,3661.9,16299.3,6.35,85.65,93.15,5.54,5.75,1.81
1998-04-16,1858.24,485.93,3686.02,15883.77,6.33,83.35,90.95,5.51,5.78,1.82
1998-04-17,1866.6,488.57,3685.28,15703.8,6.28,83.85,92.55,5.51,5.77,1.8
1998-04-20,1887.14,490.27,3660.23,15697.1,6.26,83.2,93.75,5.57,5.79,1.78
1998-04-21,1903.87,492.89,3684.91,15825.67,6.33,84.15,92.3,5.6,5.78,1.79
1998-04-22,1917.61,492.67,3681.57,15761.54,6.31,84.85,92.7,5.6,5.85,1.8
1998-04-23,1881.4,486.5,3631.09,15761.69,6.31,84.6,94.75,5.63,5.85,1.8
1998-04-24,1868.96,481.81,3558.02,16011.24,6.27,83.55,97.9,5.6,5.81,1.8
1998-04-27,1820.31,470.11,3448.67,15649.95,6.23,84.85,98.65,5.7,5.93,1.77
1998-04-28,1831.77,474.07,3448.67,15395.43,6.19,84.95,99.3,5.71,5.89,1.74
1998-04-29,1851.64,478.5,3492.84,15395.43,6.24,83.45,102.25,5.73,5.89,1.74
1998-04-30,1868.41,484.45,3509.17,15641.26,6.27,82.6,102.95,5.6,5.83,1.73
1998-05-01,1873.44,486.53,3485.42,15601.1,6.16,84.6,102.2,5.59,5.75,1.7
1998-05-04,1878.86,487,3501.19,15601.1,6.27,84.6,103.25,5.6,5.78,1.7
1998-05-05,1864.91,483.28,3449.04,15601.1,6.13,83.7,111.7,5.64,5.82,1.7
1998-05-06,1856.68,480.97,3380.75,15243.84,5.93,81.35,110.25,5.56,5.83,1.65
1998-05-07,1835.14,477.61,3384.84,15143.03,5.97,78.8,109.9,5.59,5.89,1.63
1998-05-08,1864.37,481.12,3424.92,15149,5.98,78.75,111.1,5.63,5.86,1.6
1998-05-11,1848.07,478.52,3408.96,15381.9,5.75,77.4,114.55,5.68,5.87,1.61
1998-05-12,1860.16,477.69,3395.04,15322.48,5.6,78.5,113.9,5.63,5.9,1.57
1998-05-13,1866.18,478.96,3442.92,15343.81,5.55,77.95,115.15,5.59,5.9,1.57
1998-05-14,1865.36,476.98,3459.81,15307.69,5.61,78.4,114.5,5.63,5.93,1.58
1998-05-15,1846.77,473.85,3424.73,15242.86,5.59,77.8,110.35,5.63,5.97,1.55
1998-05-18,1831.62,468.95,3367.21,15384.47,5.31,73.2,109.15,5.58,5.95,1.53
1998-05-19,1845.87,472.21,3359.78,15551.65,5.15,75.05,108.05,5.58,5.92,1.54
1998-05-20,1831.75,469.86,3398.75,15652.95,5.28,75.3,108.55,5.56,5.89,1.54
1998-05-21,1820.99,468.54,3381.87,15845.25,5.33,75.85,111.65,5.62,5.85,1.56
1998-05-22,1805,464.35,3390.59,15801.65,5.29,75.7,110.95,5.61,5.82,1.52
1998-05-25,1805,462.99,3390.59,15783.12,5.28,75.7,110.95,5.61,5.82,1.48
1998-05-26,1778.09,456.47,3365.72,15884.82,5.14,74.35,107.5,5.56,5.76,1.49
1998-05-27,1781.1,451.63,3332.5,15664.29,5.2,75.75,108.9,5.56,5.78,1.5
1998-05-28,1794.62,457.24,3336.96,15796.55,5.05,76.85,108.8,5.56,5.77,1.47
1998-05-29,1778.87,457.93,3346.61,15670.78,5.12,77.5,108.9,5.53,5.7,1.46
1998-06-01,1746.82,452.5,3272.01,15321.03,5.09,75.95,108.35,5.5,5.66,1.46
1998-06-02,1761.79,451.13,3259.3,15554.45,5.21,74.75,103.25,5.51,5.68,1.43
1998-06-03,1742.31,450.55,3290.58,15347,5.22,76.6,103.65,5.53,5.7,1.45
1998-06-04,1769.95,453.16,3302.52,15426.47,5.25,75.5,104.2,5.57,5.77,1.44
1998-06-05,1782.92,455.68,3326.39,15323.43,5.3,75.85,103.75,5.57,5.76,1.46
1998-06-08,1787.77,457.73,3357.38,15294.71,5.45,76.5,105.15,5.57,5.76,1.44
1998-06-09,1800.76,458.04,3461.71,15530.17,5.36,76.35,103,5.58,5.77,1.49
1998-06-10,1773.25,452.43,3440.34,15339.26,5.36,78.05,104.2,5.52,5.68,1.48
1998-06-11,1749.75,445.63,3400.1,15014.04,5.19,76.35,105,5.43,5.61,1.53
1998-06-12,1745.05,443.03,3378.94,15022.33,5.15,75.4,104.35,5.43,5.62,1.52
1998-06-15,1715.75,435.31,3336.62,14825.17,5.11,73.3,103.95,5.38,5.62,1.48
1998-06-16,1753.12,439.82,3360.16,14720.38,5.2,73.55,103.5,5.48,5.75,1.49
1998-06-17,1776.4,445.55,3373.13,14715.38,5.38,74.9,102.5,5.53,5.87,1.52
1998-06-18,1772.7,441.1,3340.15,15361.54,5.29,74.1,101.3,5.52,5.87,1.58
1998-06-19,1781.29,439.74,3401.96,15267.98,5.39,75.65,101.15,5.48,5.93,1.58
1998-06-22,1805.82,442.93,3388.48,15309.09,5.36,75.7,104.35,5.49,5.87,1.58
1998-06-23,1844.57,448.67,3370.12,15054.6,5.37,75.1,104.95,5.49,5.85,1.56
1998-06-24,1877.76,452.8,3386.09,15123.18,5.28,74.6,103,5.5,5.82,1.5
1998-06-25,1863.25,451.49,3412.13,15132.22,5.38,74.4,102.4,5.52,5.84,1.51
1998-06-26,1869.53,451.55,3417.94,15210.04,5.33,73.85,102.75,5.52,5.86,1.54
1998-06-29,1891.08,454.89,3459.84,15365.73,5.34,73.1,103.6,5.5,5.88,1.57
1998-06-30,1894.74,458.31,3475.29,15830.27,5.54,73.35,103.65,5.49,5.86,1.62
1998-07-01,1914.46,460.81,3514.6,16362.89,5.48,72,103.5,5.46,5.84,1.7
1998-07-02,1894,459.29,3506.51,16471.58,5.35,72.5,104.45,5.44,5.83,1.61
1998-07-03,1894,458.31,3506.51,16511.24,5.35,72.5,104.45,5.44,5.84,1.64
1998-07-06,1909.47,461.05,3555.88,16350.45,5.34,71.75,104.75,5.42,5.8,1.61
1998-07-07,1908.11,460.12,3567.91,16416.28,5.42,72,98.85,5.44,5.84,1.61
1998-07-08,1935.39,460.95,3568.12,16530.97,5.36,71.75,95.75,5.45,5.87,1.67
1998-07-09,1939.82,460.99,3575.8,16446.95,5.34,71.4,97.9,5.42,5.77,1.66
1998-07-10,1943.04,459.42,3557.96,16090.06,5.31,71.85,100.7,5.41,5.79,1.67
1998-07-13,1965.53,459.76,3561.27,16360.39,5.34,73.8,97.4,5.46,5.83,1.71
1998-07-14,1968.41,460.39,3618.73,16488.91,5.33,74.35,105.15,5.47,5.8,1.76
1998-07-15,1994.54,462.98,3548.21,16614.14,5.36,76,104.5,5.46,5.87,1.72
1998-07-16,2000.56,464.68,3525.08,16731.92,5.35,75.9,106.1,5.48,5.85,1.75
1998-07-17,2008.76,463.41,3485.56,16570.78,5.37,76.45,106.1,5.47,5.85,1.74
1998-07-20,2014.25,463.04,3489.71,16570.78,5.48,78.4,105.35,5.46,5.84,1.74
1998-07-21,1979.14,457.37,3435.36,16556.69,5.53,76.55,105.1,5.45,5.86,1.74
1998-07-22,1969.75,452.08,3445.53,16293.06,5.68,77.5,104.75,5.47,5.91,1.72
1998-07-23,1935.22,443.47,3382.46,16188.01,5.81,77.2,105.4,5.45,5.91,1.66
1998-07-24,1930.99,439.67,3336.1,16361.89,5.72,80.1,105.1,5.46,5.95,1.68
1998-07-27,1933.26,434.22,3348.24,15944.36,5.66,78.6,107.25,5.45,5.93,1.62
1998-07-28,1896.53,428.53,3313.8,16114.54,5.68,78.2,107.2,5.47,5.83,1.62
1998-07-29,1881.49,427.13,3244.93,16158.09,5.6,77.6,107.6,5.48,5.78,1.59
1998-07-30,1919.62,430.48,3291.61,16201.6,5.53,78.35,107.45,5.47,5.81,1.54
1998-07-31,1872.39,420.86,3230.31,16378.97,5.45,76.95,107.95,5.46,5.77,1.55
1998-08-03,1851.1,414.41,3198.05,16165.08,5.37,75,107.8,5.43,5.7,1.55
1998-08-04,1785.64,402.65,3087.28,16023.58,5.46,73.9,108.35,5.37,5.68,1.52
1998-08-05,1788.2,399.7,3095.58,15992.16,5.42,74,107.8,5.38,5.72,1.52
1998-08-06,1829.51,407.62,3096.1,15876.22,5.44,73.9,107.4,5.36,5.67,1.51
1998-08-07,1846.77,416.83,3100.77,15829.17,5.29,74.5,107.8,5.31,5.64,1.48
1998-08-10,1839.21,412.62,3083.13,15626.42,5.34,73.15,106.95,5.32,5.6,1.46
1998-08-11,1792.7,401.54,3035.63,15406.99,5.19,71.85,106.8,5.28,5.57,1.47
1998-08-12,1825.53,409.51,3088.53,15378.97,5.18,72.75,106.7,5.25,5.56,1.47
1998-08-13,1802.54,404.77,3004.72,15382.02,5.2,72.65,107.15,5.29,5.63,1.48
1998-08-14,1790.19,403.65,3002.44,15123.93,5.18,72.75,112.45,5.26,5.59,1.47
1998-08-17,1818.04,404.81,3044.14,14794.66,5.13,73.4,111.8,5.24,5.57,1.45
1998-08-18,1855.12,412.14,3115.49,15063.79,5.1,72.9,112.8,5.29,5.59,1.44
1998-08-19,1842.69,406.7,3064.88,15406.34,5.1,73.15,112.05,5.31,5.63,1.48
1998-08-20,1832.45,402.64,3047.25,15391.41,5.18,74.6,112.05,5.28,5.55,1.48
1998-08-21,1797.61,396.59,2988.98,15298.2,5.19,73.05,112.05,5.18,5.49,1.47
1998-08-24,1790.82,394.62,3007.24,14988.36,5.15,74.4,111.5,5.14,5.5,1.43
1998-08-25,1798.17,390.65,3025.28,15072.93,5.05,73.95,110.8,5.1,5.47,1.41
