Dates,CCMP(Eq),RTY(Eq),TRAN(Eq),NKY(Eq),XAGUSD(Cm),HG1(Cm),JO1(Cm),USGG3Y(B),GUKG10(B),GJGB10(B)
1996-07-03,1181.6,345.76,2196.89,22379.02,5.13,89.15,125.5,6.33,7.93,3.29
1996-07-04,1181.6,344.8,2196.89,22292.91,5.09,89.15,125.5,6.32,7.88,3.28
1996-07-05,1158.35,340.61,2139.81,22232.42,5.08,89.15,125.5,6.6,7.96,3.31
1996-07-08,1148.83,337.68,2111.7,21924.94,5.08,91.7,125,6.6,7.94,3.35
1996-07-09,1153.59,337.44,2126.11,21919.82,5.11,91.95,124.75,6.55,7.92,3.35
1996-07-10,1141.19,333.75,2106.99,21778.94,5.1,90.65,121.5,6.46,7.89,3.33
1996-07-11,1106.35,325.66,2075.89,21892.58,5.14,88.25,115.2,6.43,7.85,3.34
1996-07-12,1103.49,324.72,2080.17,21656.45,5.12,89,111.4,6.44,7.89,3.33
1996-07-15,1060.38,315.79,2014.53,21753.42,5.08,86.85,111.8,6.46,7.93,3.35
1996-07-16,1053.49,311.1,1980.57,21406.35,5.12,88.05,113.1,6.38,7.95,3.39
1996-07-17,1086.65,319.16,2018.52,21412.88,5,88.6,112.7,6.4,7.93,3.39
1996-07-18,1109.82,323.98,2031.94,21566.42,5.01,88.05,113.9,6.3,7.88,3.4
1996-07-19,1097.68,322.56,2018.81,21476.29,5.03,88.05,114,6.36,7.9,3.37
1996-07-22,1081.39,318.69,1983.42,21005.63,5.02,89.3,111.25,6.4,7.91,3.36
1996-07-23,1049.05,312.74,1987.42,21163.69,4.98,92.05,110.25,6.38,7.92,3.39
1996-07-24,1042.36,308.72,1965.73,20631.03,4.99,93.8,112.95,6.43,7.89,3.33
1996-07-25,1062.39,312.57,1967.87,20883.84,4.99,95.8,113.65,6.4,7.89,3.33
1996-07-26,1079.43,315.51,1982.28,21124.9,5.11,94.7,113.1,6.4,7.87,3.31
1996-07-29,1066.43,314.09,1967.44,20967.54,5.08,93.05,115.45,6.48,7.9,3.31
1996-07-30,1071.96,314.57,1985.99,20880.33,5.08,92.2,115.15,6.43,7.9,3.34
1996-07-31,1080.6,317,2007.96,20692.83,5.15,93.2,116.6,6.36,7.9,3.33
1996-08-01,1098.81,320.48,2018.81,20984.83,5.12,92.45,115.75,6.22,7.85,3.32
1996-08-02,1124.92,325.44,2051.34,20940.41,5.1,91.45,111.9,6.05,7.79,3.28
1996-08-05,1120.53,325.81,2068.47,21077.47,5.09,90.2,112.4,6.09,7.77,3.27
1996-08-06,1128.86,326.29,2052.77,20744.88,5.05,91.95,113.2,6.09,7.76,3.27
1996-08-07,1141.11,328.6,2061.62,20477.59,5.05,92.5,112.6,6.13,7.74,3.21
1996-08-08,1137.51,328.53,2079.6,20731.31,5.11,91.5,114.2,6.13,7.78,3.19
1996-08-09,1137.27,328.44,2069.75,20551.05,5.07,92.1,113.5,6.08,7.79,3.2
1996-08-12,1138.27,328.36,2068.47,20666.6,5.08,91.2,116.15,6.06,7.79,3.19
1996-08-13,1126.07,326.64,2057.62,20864.95,5.1,91.3,113.25,6.14,7.77,3.16
1996-08-14,1133.51,327.71,2054.77,20981.11,5.06,93,112.65,6.13,7.82,3.19
1996-08-15,1134.69,328.7,2048.63,20968.25,5.07,92.55,113.9,6.16,7.81,3.17
1996-08-16,1133.65,329.97,2052.2,20834,5.1,90.45,119.85,6.12,7.74,3.16
1996-08-19,1130.91,330.42,2062.9,21106.41,5.23,93.25,122,6.13,7.76,3.15
1996-08-20,1124.67,330.26,2069.04,21127.01,5.23,90.9,120.75,6.12,7.78,3.15
1996-08-21,1126.86,330.02,2077.88,21275.02,5.19,91.4,120.25,6.16,7.83,3.12
1996-08-22,1143.91,332.44,2071.89,21363.24,5.24,90.65,121.1,6.17,7.78,3.11
1996-08-23,1143.06,332.81,2061.9,21228.8,5.22,91.7,123.25,6.31,7.83,3.13
1996-08-26,1139.22,332.52,2057.76,20883.74,5.27,91.1,123.4,6.36,7.83,3.13
1996-08-27,1149.02,334.78,2071.03,20910.27,5.26,91.1,120.5,6.33,7.88,3.15
1996-08-28,1153.88,336.61,2071.03,20709.81,5.19,91.05,120.35,6.34,7.86,3.03
1996-08-29,1145.03,335.56,2057.34,20553.16,5.2,91.5,119.65,6.4,7.86,3
1996-08-30,1141.5,334.91,2044.78,20166.9,5.16,96.5,118.1,6.51,7.9,2.97
1996-09-02,1141.5,333.88,2044.78,20107.11,5.18,96.5,118.1,6.52,7.88,2.95
1996-09-03,1142.29,334.35,2025.66,20198.15,5.17,96.65,116.65,6.48,7.91,2.96
1996-09-04,1143.82,335.53,2020.38,20201.87,5.18,95.15,114.6,6.54,7.92,2.99
1996-09-05,1125.66,332.62,1995.41,20379.82,5.15,89.9,113,6.57,7.9,3.04
1996-09-06,1139.39,335.04,2019.38,20152.53,5.11,90.45,115.75,6.49,7.89,3.04
1996-09-09,1148.71,336.6,2031.08,20202.27,5.09,90.5,117.7,6.44,7.88,2.95
1996-09-10,1149.43,337.23,2035.08,20559.59,5.09,90.7,114.7,6.49,7.88,2.96
1996-09-11,1153.95,337.7,2035.36,20571.04,5.09,88.4,105.8,6.49,7.88,2.93
1996-09-12,1165.81,339.22,2042.5,20443.93,5.03,87,106,6.44,7.84,2.93
1996-09-13,1188.67,341.83,2057.62,20842.64,5.03,88.05,106.55,6.28,7.71,2.95
1996-09-16,1193.96,343.41,2069.89,20842.64,5.05,87.3,104.8,6.28,7.72,2.95
1996-09-17,1203.31,343.28,2056.76,21310.59,5.07,88.8,108.15,6.41,7.73,2.87
1996-09-18,1205.71,342.72,2044.78,21156.75,5.08,90.8,105.45,6.4,7.79,2.9
1996-09-19,1212.09,342.44,2063.9,21322.85,4.94,91.55,106.85,6.42,7.78,2.88
1996-09-20,1219.69,343.92,2100.71,21112.24,4.87,89,106.45,6.41,7.78,2.91
1996-09-23,1211.47,342.62,2085.59,21112.24,4.89,88.25,104.85,6.39,7.81,2.91
1996-09-24,1215.27,343.72,2071.89,21171.99,4.89,89.9,105.6,6.29,7.8,2.9
1996-09-25,1224.66,344.74,2071.6,21350.67,4.91,91.2,108.1,6.24,7.78,2.86
1996-09-26,1227.98,346.01,2048.77,21461.37,4.87,93.5,112.9,6.21,7.67,2.91
1996-09-27,1230.05,346.55,2067.04,21547.02,4.91,91.25,113.7,6.23,7.66,2.94
1996-09-30,1226.91,347.5,2079.02,21556.4,4.87,90.1,115.15,6.26,7.66,2.92
1996-10-01,1221.51,346.43,2084.16,21462.97,4.9,87.85,110.05,6.18,7.59,2.88
1996-10-02,1236.11,349.3,2093.01,21498.6,4.92,89.1,110.65,6.13,7.47,2.88
1996-10-03,1233.09,348.33,2079.88,21331.5,4.9,88.85,112.1,6.14,7.48,2.85
1996-10-04,1247.56,350.36,2102.14,21148.03,4.87,89.15,113.2,6,7.38,2.82
1996-10-07,1250.87,349.93,2085.3,21161.01,4.88,88.45,114.6,6.05,7.41,2.79
1996-10-08,1240.15,348.42,2076.17,21038.53,4.89,91.65,115.9,6.07,7.39,2.79
1996-10-09,1237.98,347.2,2049.63,20870.83,4.96,90.35,113.2,6.09,7.36,2.8
1996-10-10,1236.97,347.68,2058.48,20870.83,5.05,92.25,112.2,6.15,7.45,2.8
1996-10-11,1248.27,348.97,2075.89,20968.16,5.05,91.5,111.25,6.08,7.46,2.82
1996-10-14,1256.36,350.06,2058.05,21029.25,5.03,90.1,111.95,6.08,7.45,2.84
1996-10-15,1258.1,350.14,2105.28,21429.93,5.02,90.6,114.8,6.08,7.41,2.86
1996-10-16,1250.99,349.48,2097.07,21397.19,5.06,88.65,111.8,6.06,7.55,2.9
1996-10-17,1241.96,349.35,2101.47,21423.74,4.9,90.9,112.15,6.01,7.54,2.88
1996-10-18,1242.48,348.95,2116.42,21612.3,4.89,91.55,111.65,6.01,7.58,2.87
1996-10-21,1236.41,347.26,2115.24,21302.95,4.93,93,111.5,6.03,7.59,2.8
1996-10-22,1220,343.97,2123.6,21123.68,4.98,92.45,110,6.09,7.52,2.76
1996-10-23,1227.88,344.02,2153.35,21082.15,4.98,92.95,107.95,6.06,7.54,2.75
1996-10-24,1227,344.19,2137.81,21003.49,4.92,94.95,110,6.08,7.61,2.75
1996-10-25,1222.6,344.14,2126.68,20739.97,4.93,97.15,111,6.03,7.51,2.72
1996-10-28,1215.89,341.27,2105.57,20885.41,4.93,95.45,113.8,6.05,7.56,2.68
1996-10-29,1203.05,339.27,2097.95,20958.08,4.82,90.4,109.5,5.89,7.55,2.68
1996-10-30,1206.23,339.42,2096.63,20681.67,4.83,92.8,108.55,5.93,7.59,2.66
1996-10-31,1221.51,341.75,2133.56,20466.86,4.81,91.3,106.8,5.86,7.62,2.61
1996-11-01,1221.78,341,2137.52,20633.06,4.81,92.65,106.8,5.9,7.7,2.61
1996-11-04,1220.48,341.11,2154.23,20633.06,4.81,93.45,107.1,5.88,7.73,2.61
1996-11-05,1229.07,341.07,2147.78,20592.33,4.8,92.05,109.3,5.82,7.62,2.54
1996-11-06,1245.49,343.71,2161.9,20991.52,4.73,92.65,111.95,5.89,7.61,2.6
1996-11-07,1254.14,345.54,2179.4,20771.11,4.85,95.55,112.25,5.85,7.71,2.72
1996-11-08,1257.51,345.86,2183.69,21201.04,4.82,94.35,107.3,5.88,7.67,2.82
1996-11-11,1262.67,347.01,2198.89,21065.08,4.9,95.6,100.35,5.88,7.61,2.83
1996-11-12,1256.53,347.42,2221.76,21206.43,4.9,97.95,99.6,5.83,7.6,2.86
1996-11-13,1260.72,347.4,2216.85,20979.44,4.91,97.9,99.9,5.82,7.68,2.79
1996-11-14,1270.36,348.56,2228.82,21031.04,4.89,95.85,99.15,5.76,7.58,2.76
1996-11-15,1261.8,347.89,2221.45,20929.73,4.85,101.45,99.75,5.78,7.55,2.73
1996-11-18,1254.57,347.29,2242.63,20796.37,4.9,105.65,101,5.79,7.5,2.67
1996-11-19,1262.62,348.29,2257.06,20956.18,4.89,106.25,97.15,5.77,7.49,2.67
1996-11-20,1264.94,348.9,2273.63,21189.96,4.94,105.55,96.6,5.77,7.54,2.72
1996-11-21,1258.08,348.51,2258.9,21143.34,4.92,105.85,96.55,5.77,7.48,2.75
1996-11-22,1274.36,351.34,2265.34,21216.11,4.87,104.55,96.45,5.78,7.45,2.71
1996-11-25,1280.37,353.69,2289.75,21293.57,4.76,105.9,94.9,5.77,7.42,2.73
1996-11-26,1281.2,352.79,2282.23,21418.25,4.76,108.2,97,5.76,7.43,2.67
1996-11-27,1287.32,354.01,2272.71,21345.28,4.74,110.3,97.15,5.75,7.48,2.57
1996-11-28,1287.32,352.67,2272.71,21035.54,4.74,110.3,97.15,5.75,7.44,2.51
1996-11-29,1292.61,355.4,2290.82,21020.36,4.74,110.3,97.15,5.68,7.33,2.53
1996-12-02,1299.82,356.7,2293.89,20674.69,4.7,105.6,95.4,5.69,7.32,2.53
1996-12-03,1300.37,359.23,2300.06,20630.56,4.8,105.05,96.3,5.69,7.33,2.54
1996-12-04,1297.02,359.55,2308.38,20659.91,4.83,105.25,96.35,5.72,7.43,2.52
1996-12-05,1300.12,360.52,2315.47,20943.9,4.87,104.85,94.85,5.82,7.53,2.52
1996-12-06,1287.68,356.85,2274.16,20276.7,4.78,104.9,95.05,5.82,7.64,2.63
1996-12-09,1316.27,361.9,2298.82,20603.71,4.78,103.1,89,5.78,7.56,2.59
1996-12-10,1312.55,362.75,2311.15,20822.12,4.82,104.45,91.2,5.81,7.49,2.58
1996-12-11,1309.12,359.13,2296.97,20568.38,4.81,103.7,90.85,5.94,7.59,2.63
1996-12-12,1298.33,357.8,2251.36,20501.2,4.85,102.6,90.75,5.93,7.69,2.66
1996-12-13,1284.91,355.58,2248.89,20341.39,4.83,102.5,92.4,5.86,7.62,2.65
1996-12-16,1260.98,351.91,2218.68,20422.04,4.81,100.05,91.4,5.92,7.62,2.6
1996-12-17,1266.32,351.56,2235.02,20413.46,4.86,98.8,90.4,5.97,7.66,2.57
1996-12-18,1285.38,354.53,2236.56,20093.03,4.86,101.05,88.85,6.03,7.66,2.6
1996-12-19,1295.86,357.6,2255.67,19570.67,4.87,103.3,88.2,5.93,7.62,2.56
1996-12-20,1288.56,358.18,2270.47,19690.46,4.84,102.6,87.4,5.96,7.61,2.55
1996-12-23,1279.52,356.91,2253.05,19690.46,4.84,101.3,82.9,5.95,7.5,2.55
1996-12-24,1287.63,357.32,2257.83,19161.71,4.84,101.6,82.9,5.94,7.51,2.6
1996-12-25,1287.63,355.87,2257.83,19549.41,4.85,101.6,82.9,5.95,7.51,2.64
1996-12-26,1294.57,359.17,2283.72,19291.58,4.84,102.1,82.4,5.95,7.51,2.71
1996-12-27,1291.38,360.65,2287.69,19369.04,4.9,102,78.1,5.91,7.49,2.73
1996-12-30,1287.75,361.49,2280.64,19361.35,4.8,98.25,76.5,5.91,7.52,2.77
1996-12-31,1291.03,364.12,2255.67,19361.35,4.82,100.25,75.65,6.01,7.51,2.77
1997-01-01,1291.03,362.61,2255.67,19361.35,4.78,100.25,75.65,6.01,7.51,2.77
1997-01-02,1280.7,360.49,2222.07,19361.35,4.72,102.15,75.6,6.07,7.7,2.76
1997-01-03,1310.68,363.36,2248.89,19361.35,4.68,102.3,76.4,6.07,7.68,2.77
1997-01-06,1316.4,363.83,2239.95,19446,4.64,101.55,78.3,6.08,7.73,2.8
1997-01-07,1327.73,365.69,2265.53,18896.19,4.71,105.15,78.55,6.09,7.73,2.79
1997-01-08,1320.35,365.7,2256.9,18680.38,4.66,104.8,79.15,6.13,7.71,2.71
1997-01-09,1326.2,367.17,2271.08,18073.87,4.73,106.55,76,6.05,7.64,2.67
1997-01-10,1332.02,367.64,2263.68,17303.65,4.76,106.1,74.1,6.17,7.63,2.65
1997-01-13,1330.91,367.44,2255.21,18118.79,4.71,106.35,76.35,6.19,7.56,2.6
1997-01-14,1346.36,369.14,2269.23,18093.13,4.67,105.45,82.35,6.08,7.54,2.6
1997-01-15,1333.53,368.82,2299.13,18093.13,4.68,106.9,79.75,6.09,7.52,2.61
1997-01-16,1340.58,368.6,2307.76,18144.34,4.74,105.8,80.4,6.12,7.42,2.59
1997-01-17,1349.04,369.52,2312.23,18090.04,4.77,105.85,79.9,6.1,7.39,2.59
1997-01-20,1364.28,370.99,2317.63,17480.34,4.73,107.55,85.85,6.11,7.42,2.59
1997-01-21,1376.97,371.96,2337.35,17358.16,4.72,106.25,86.65,6.09,7.42,2.59
1997-01-22,1388.06,372.3,2355.23,18013.88,4.7,107.3,86.85,6.12,7.32,2.58
1997-01-23,1378.37,372.1,2348.76,17909.46,4.87,107.1,83.9,6.15,7.36,2.61
1997-01-24,1363.83,369.71,2332.73,17689.36,4.97,106.65,83.5,6.18,7.46,2.59
1997-01-27,1352.81,367.13,2313.62,17334.9,5.04,105.9,93.5,6.22,7.49,2.54
1997-01-28,1354.37,368.08,2301.6,17796.57,4.96,106.15,93.75,6.16,7.44,2.55
1997-01-29,1355.17,367.85,2318.86,18335.3,4.94,102.5,88.45,6.15,7.53,2.59
1997-01-30,1371.02,369.9,2328.72,17864.04,4.94,101.2,87.3,6.11,7.5,2.56
1997-01-31,1379.85,371.06,2324.1,18330.01,4.92,103.75,87.35,6.03,7.4,2.55
1997-02-03,1376.05,371.29,2345.37,18085.95,4.91,102.45,86.5,5.98,7.31,2.54
1997-02-04,1373.75,369.89,2339.82,18314.33,4.86,104,84.15,5.97,7.24,2.55
1997-02-05,1348.44,367.09,2311.15,18185.97,4.88,108.75,86.55,6.01,7.27,2.54
1997-02-06,1346.4,367.08,2324.41,18038.43,4.84,108.6,85.05,6.01,7.26,2.55
1997-02-07,1357.71,368.29,2331.5,17867.04,4.96,107.15,83.3,5.94,7.13,2.54
1997-02-10,1335.34,365.73,2315.47,18181.17,4.96,107.15,80.65,5.95,7.17,2.56
1997-02-11,1331.51,364.39,2322.87,18181.17,4.84,106,79.9,5.96,7.12,2.56
1997-02-12,1358.96,367,2346.91,18409.96,5.13,107.95,74.55,6.01,7.1,2.57
1997-02-13,1370.81,369.79,2363.24,18688.06,5.14,108.05,76.9,5.94,7.12,2.55
1997-02-14,1367.19,370.76,2359.55,18722,5.26,107.7,78.5,5.9,7.11,2.55
1997-02-17,1367.19,369.13,2359.55,18750.65,5.21,107.7,78.5,5.9,7.13,2.56
1997-02-18,1365.79,371.65,2355.38,18470.75,5.23,109.6,78.7,5.9,7.09,2.56
1997-02-19,1365.58,371.8,2348.76,18599.12,5.18,111.7,79.8,5.94,7.12,2.54
1997-02-20,1347.4,369.18,2340.44,19051.71,5.24,111.4,81.15,5.99,7.09,2.6
1997-02-21,1334.32,367.94,2353.69,19034.54,5.2,113.3,79.05,5.98,7.12,2.59
1997-02-24,1345.08,368,2376.19,18896.99,5.21,113.7,79.75,6,7.16,2.58
1997-02-25,1347.69,368.38,2371.57,19070.07,5.23,111.45,79.8,6.01,7.15,2.58
1997-02-26,1340.55,365.47,2345.06,18990.92,5.21,114.85,78.8,6.17,7.21,2.56
1997-02-27,1312.66,362.72,2318.86,19021.56,5.25,113.95,77.25,6.2,7.14,2.56
1997-02-28,1309,361.63,2317.01,18557,5.33,113.75,76.4,6.21,7.24,2.57
1997-03-03,1311.18,362.12,2373.11,18429.13,5.29,115.55,79,6.23,7.22,2.59
1997-03-04,1317.37,363.53,2404.24,18564.78,5.23,115.7,84.75,6.26,7.21,2.59
1997-03-05,1329.09,365.55,2430.44,18273.51,5.22,113.65,84.45,6.22,7.31,2.59
1997-03-06,1315.43,365.44,2432.14,18041.33,5.2,115.7,85.7,6.28,7.3,2.55
1997-03-07,1311.8,367.05,2447.86,18198.74,5.21,115.3,84.75,6.2,7.29,2.55
1997-03-10,1322.72,368.68,2461.88,18113.89,5.25,114.65,83.4,6.22,7.24,2.54
1997-03-11,1316.76,369.45,2460.03,18267.72,5.26,115.1,81.55,6.24,7.26,2.53
1997-03-12,1304.13,366,2461.57,18183.27,5.21,112.2,81.95,6.26,7.3,2.51
1997-03-13,1293.28,361.66,2423.97,17900.48,5.3,112.35,83.3,6.34,7.34,2.45
1997-03-14,1292.97,362.61,2435.37,17923.64,5.27,113.75,82.65,6.32,7.34,2.41
1997-03-17,1279.43,358.97,2448.63,18053.5,5.21,112.6,83.65,6.36,7.44,2.41
1997-03-18,1269.34,356.56,2469.59,18445.2,5.18,112.5,85.6,6.36,7.47,2.43
1997-03-19,1249.29,353.35,2418.42,18493.71,5.23,112.9,84.95,6.38,7.59,2.46
1997-03-20,1259.26,353.87,2417.19,18493.71,5.21,115.5,84.8,6.42,7.64,2.46
1997-03-21,1254.07,353.26,2424.89,18633.16,5.15,118.25,83.7,6.45,7.61,2.49
1997-03-24,1242.64,350.98,2432.29,18043.82,5.18,117.4,84.7,6.41,7.59,2.58
1997-03-25,1248.06,352.15,2415.64,18439.61,5.11,119.5,83.35,6.47,7.56,2.53
1997-03-26,1269.08,353.8,2435.68,18472.45,5.16,116.15,81.8,6.47,7.6,2.48
1997-03-27,1249.51,350.39,2404.39,18210.42,5.12,111.95,79.45,6.58,7.64,2.55
1997-03-28,1249.51,348.95,2404.39,18189.72,5.14,111.95,79.45,6.59,7.64,2.48
1997-03-31,1221.7,344.04,2358.31,18003.4,5.07,113,76.35,6.56,7.64,2.45
1997-04-01,1216.93,342.43,2359.85,17869.59,5,111.65,76.15,6.53,7.71,2.44
1997-04-02,1201,339.36,2352.76,18037.3,4.87,111.55,77.35,6.53,7.68,2.36
1997-04-03,1213.76,337.96,2349.99,18129.31,4.75,106.8,77.05,6.52,7.7,2.36
1997-04-04,1236.73,342.41,2400.54,17860.59,4.75,108.3,74.55,6.57,7.66,2.32
1997-04-07,1251.35,346.42,2427.36,17715.67,4.8,104.75,74.9,6.53,7.61,2.26
1997-04-08,1257.37,347.43,2425.82,18021.7,4.79,106.9,72.8,6.56,7.61,2.27
1997-04-09,1249.43,348.24,2432.29,17703.37,4.79,107.65,73.6,6.56,7.61,2.29
1997-04-10,1235.77,346.63,2428.9,17485.75,4.79,107.75,74,6.58,7.63,2.31
1997-04-11,1206.9,340.78,2385.13,17846.98,4.74,106.45,75.55,6.65,7.67,2.35
1997-04-14,1216.41,340.16,2405.01,17692.47,4.74,105.45,75.65,6.68,7.65,2.35
1997-04-15,1212.88,342.32,2440.92,17933.59,4.73,106.25,74.8,6.58,7.53,2.36
1997-04-16,1210.27,341.82,2467.74,18031.2,4.8,105.15,76.7,6.6,7.54,2.34
1997-04-17,1217.07,342.04,2493.63,18093.41,4.73,105.55,75.7,6.55,7.48,2.38
1997-04-18,1222.57,343.35,2501.33,18352.14,4.72,106.8,75.5,6.53,7.54,2.35
1997-04-21,1203.95,339.87,2486.85,18551.66,4.77,107.2,74.55,6.57,7.58,2.35
1997-04-22,1212.74,339.69,2535.86,18544.45,4.73,109.9,75.7,6.55,7.58,2.33
1997-04-23,1227.14,340,2580.55,18735.47,4.75,112.8,75.75,6.59,7.57,2.35
1997-04-24,1228.1,340.05,2547.57,18698.07,4.72,112.35,76.05,6.64,7.63,2.34
1997-04-25,1209.29,337.47,2512.74,18612.86,4.73,112.7,76.15,6.66,7.67,2.46
1997-04-28,1217.03,337.73,2531.85,18670.37,4.63,111.6,74.6,6.62,7.64,2.48
1997-04-29,1242.63,342.22,2569.15,18670.37,4.66,110.55,72.65,6.44,7.55,2.48
1997-04-30,1260.76,344.65,2572.54,19151.12,4.69,112.5,73,6.4,7.43,2.55
1997-05-01,1270.5,347.31,2544.18,19275.33,4.76,110.9,73.1,6.37,7.41,2.52
1997-05-02,1305.33,355.63,2605.83,19514.75,4.72,111.7,74.5,6.35,7.37,2.5
1997-05-05,1339.24,364.07,2624.01,19514.75,4.76,111.8,73.35,6.37,7.37,2.5
1997-05-06,1328.3,363.37,2603.67,20180.92,4.72,109.75,73.4,6.4,7.09,2.61
1997-05-07,1322.91,361.84,2594.42,20048.9,4.75,111.1,74,6.5,7.11,2.63
1997-05-08,1330.83,361.7,2617.23,20061.81,4.85,112.15,74.4,6.47,7.03,2.7
1997-05-09,1335.05,363.03,2601.2,19802.78,4.88,112.2,73.9,6.39,7.01,2.8
1997-05-12,1344.19,365.37,2634.8,20143.51,4.84,113.8,82.2,6.36,6.96,2.8
1997-05-13,1333.59,365.17,2626.79,20129.11,4.87,113.2,78.4,6.42,6.99,2.73
1997-05-14,1335.55,366.13,2616.61,20209.72,4.84,114,80.5,6.37,6.95,2.77
1997-05-15,1353.58,367.56,2624.63,20056.31,4.86,117,81.9,6.36,6.96,2.78
1997-05-16,1340.73,366.99,2624.63,20324.73,4.69,117,84.9,6.39,7.05,2.76
1997-05-19,1341.24,368.21,2635.11,20489.75,4.71,116.5,85.7,6.42,7.09,2.71
1997-05-20,1363.88,369.83,2673.64,20332.83,4.71,118.1,82.65,6.35,7.04,2.7
1997-05-21,1373.75,371.69,2662.54,19841.98,4.7,118.55,82.35,6.38,7.15,2.82
1997-05-22,1372.6,373.1,2660.69,19877.39,4.69,119.3,82.7,6.4,7.29,2.78
1997-05-23,1389.72,377.36,2693.37,20009,4.74,118.55,81.6,6.39,7.21,2.8
1997-05-26,1389.72,375.67,2693.37,20043.5,4.74,118.55,81.6,6.39,7.21,2.8
1997-05-27,1409.21,378.43,2677.49,19889.89,4.76,118.1,79.85,6.44,7.21,2.86
1997-05-28,1410.18,379.49,2655.76,20351.34,4.74,119,78.25,6.47,7.21,2.89
1997-05-29,1403.04,380.12,2677.03,20312.23,4.84,119.25,77.2,6.42,7.22,2.83
1997-05-30,1400.32,382.47,2684.12,20068.81,4.71,119.1,76.6,6.34,7.19,2.86
1997-06-02,1404.79,385.24,2671.79,20451.85,4.74,117.15,77.05,6.34,7.18,2.85
1997-06-03,1384.91,384.99,2670.45,20563.16,4.76,117.1,77.5,6.31,7.09,2.82
1997-06-04,1379.67,384.4,2659.02,20611.56,4.73,115.65,79.25,6.33,7.13,2.78
1997-06-05,1390.05,386.66,2683.55,20488.15,4.8,117,79.45,6.32,7.12,2.76
1997-06-06,1404.84,388.84,2718.15,20485.75,4.8,117.15,77.8,6.22,7.05,2.75
1997-06-09,1412.04,389.61,2699,20223.82,4.76,117.55,76.9,6.28,7.11,2.72
1997-06-10,1401.69,389.06,2671.12,20532.55,4.77,120.1,76.8,6.31,7.11,2.77
1997-06-11,1407.85,389.38,2676.49,20289.93,4.78,121.8,79,6.33,7.1,2.71
1997-06-12,1411.32,391.3,2690.94,20564.46,4.73,121.35,77,6.21,7.04,2.73
1997-06-13,1423.03,393.86,2741.67,20528.35,4.7,120.6,76.2,6.15,7.05,2.68
1997-06-16,1431.95,394.01,2722.18,20681.07,4.72,122.2,76.85,6.13,7.01,2.66
1997-06-17,1443.11,394.28,2727.56,20593.66,4.8,121.2,75.9,6.16,7.06,2.62
1997-06-18,1432.43,394.28,2738.31,20497.85,4.71,121.95,75.8,6.14,7.13,2.66
1997-06-19,1447.14,398.28,2732.76,20507.85,4.78,122.15,76.1,6.13,7.18,2.65
1997-06-20,1447.1,395.45,2756.62,20385.54,4.74,118.1,74.55,6.12,7.12,2.67
1997-06-23,1434.32,392.63,2737.97,20436.14,4.85,118.2,72.65,6.16,7.17,2.66
1997-06-24,1452.43,395.16,2749.22,20341.93,4.78,112.15,74.3,6.14,7.12,2.62
1997-06-25,1446.24,393.06,2738.14,20679.27,4.79,109.2,73.65,6.16,7.08,2.77
1997-06-26,1436.38,392.11,2709.08,20624.76,4.77,111.95,73.2,6.19,7.08,2.74
1997-06-27,1438.15,394.4,2732.43,20523.75,4.71,113,72.35,6.17,7.01,2.65
1997-06-30,1442.07,398.3,2713.61,20604.96,4.64,113.65,72.55,6.22,7.08,2.64
1997-07-01,1438.25,395.99,2744.86,20175.52,4.66,112.15,73.75,6.16,7.02,2.57
1997-07-02,1455.61,396.46,2787.86,20196.42,4.64,113.6,74.55,6.14,7,2.57
1997-07-03,1467.61,397.92,2797.6,20121.41,4.56,113.45,75.25,6.06,7.05,2.59
1997-07-04,1467.61,396.17,2797.6,19968,4.55,113.45,75.25,6.05,7.02,2.54
1997-07-07,1470.74,397.95,2812.21,19705.17,4.29,111.55,75.05,6.02,7.01,2.55
1997-07-08,1485.1,399.91,2821.62,19853.89,4.35,107.4,74.55,6.02,7.03,2.58
1997-07-09,1486.63,399.05,2811.88,19697.17,4.33,105.05,73.85,6.01,7.08,2.57
1997-07-10,1490.93,400.9,2812.21,19754.78,4.38,106.9,74.8,6,7.09,2.55
1997-07-11,1502.62,403.98,2819.31,19875.49,4.37,108.05,76.95,5.98,7.02,2.55
1997-07-14,1523.88,405.59,2800.75,20228.72,4.29,110.2,75.7,6.03,7.09,2.56
1997-07-15,1542.11,408.11,2834.39,20069.41,4.31,108.1,74.5,6.02,7.1,2.57
1997-07-16,1580.63,412.1,2894.19,20358.74,4.22,107,74.8,5.96,7.06,2.59
1997-07-17,1568.85,410.04,2858.07,20519.25,4.27,108.9,73.85,5.96,7.03,2.55
1997-07-18,1547.99,407.8,2836.07,20249.32,4.27,109.8,73.45,5.99,7.03,2.56
1997-07-21,1536.23,405.42,2827.33,20249.32,4.27,110.9,75,6.03,7.08,2.56
1997-07-22,1563.86,408.09,2893.85,20157.02,4.32,109.9,73.95,5.91,7.01,2.55
1997-07-23,1567.65,409.54,2907.79,20130.51,4.3,107.9,73.85,5.93,6.94,2.51
1997-07-24,1569.13,410.08,2898.89,20286.23,4.3,109.9,74.4,5.92,6.96,2.49
1997-07-25,1569.58,410.48,2906.11,20389.54,4.34,114,74.45,5.94,6.93,2.43
1997-07-28,1563.53,410.6,2906.11,20575.26,4.38,112.8,75.25,5.89,6.98,2.44
1997-07-29,1572.32,411.79,2940.21,20402.74,4.34,116.5,77.15,5.86,6.96,2.44
