Dates,CAC(Eq),SENSEX(Eq),SPTSX(Eq),DAX(Eq),SPGSCITR(Cm),XPTUSD(Cm),LMCADS03(Cm),USGG12M(B),GNZGB10(B),GDBR10(B)
1991-01-24,1553.77,971.8,3212.7,1375.16,2212.22,406,2331.5,6.54,12.11,8.73
1991-01-25,1563,956.11,3234,1382.05,2208.15,406,2328.3,6.58,12.01,8.73
1991-01-28,1565.69,956.11,3228.7,1382.68,2193.37,391,2330.7,6.6,11.87,8.75
1991-01-29,1554.49,956.11,3222.3,1380.26,2227.01,391,2362.6,6.58,11.78,8.69
1991-01-30,1582.45,956.11,3248.7,1400.73,2193.53,391,2364.6,6.52,11.8,8.64
1991-01-31,1580.67,982.32,3273,1420.18,2212.46,387,2404.2,6.5,11.71,8.62
1991-02-01,1578.08,1021.95,3293.5,1426.51,2198.44,387,2376.8,6.24,11.68,8.6
1991-02-04,1581.73,1052.04,3328,1435.03,2197.83,390,2351.5,6.23,11.61,8.58
1991-02-05,1599.24,1070.29,3365.9,1438.03,2184.12,390,2333,6.22,11.66,8.45
1991-02-06,1598.11,1061.87,3424.1,1428.69,2222.71,390,2378.4,6.19,11.66,8.45
1991-02-07,1598.22,1039.45,3431.7,1436.26,2202.21,384,2379.4,6.21,11.59,8.39
1991-02-08,1622.75,1030.23,3445.3,1467.82,2232.96,384,2383.1,6.18,11.47,8.41
1991-02-11,1637.29,1013.5,3501.19,1488.74,2265.78,380,2418.3,6.16,11.33,8.41
1991-02-12,1626.24,1013.5,3504.78,1468.94,2280.5,380,2410.5,6.15,11.28,8.44
1991-02-13,1635.84,1004.94,3519.24,1489.41,2260.41,380,2388.7,6.2,11.35,8.42
1991-02-14,1652.68,1024.23,3492.25,1486.52,2248.83,380,2408.3,6.19,11.33,8.25
1991-02-15,1670.39,1039.6,3506.55,1531.19,2183.57,380,2397.3,6.24,11.36,8.26
1991-02-18,1694.96,1039.6,3532.54,1572.57,2183.57,385,2414,6.23,11.4,8.21
1991-02-19,1700.93,1149.89,3530.94,1587.13,2177.13,385,2428.8,6.3,11.4,8.25
1991-02-20,1693.07,1148.33,3493.54,1567.32,2213.17,385,2402.5,6.3,11.45,8.32
1991-02-21,1709.72,1153.29,3471.87,1565.59,2167.06,386,2414.6,6.3,11.48,8.31
1991-02-22,1716.88,1179.33,3453.28,1582.52,2148.28,386,2419.5,6.32,11.53,8.32
1991-02-25,1745.17,1177.87,3445.62,1601.15,2160.8,381,2402.8,6.31,11.45,8.3
1991-02-26,1712.31,1205.2,3421.38,1558.24,2193.37,381,2436.6,6.35,11.41,8.35
1991-02-27,1731.02,1221.55,3445.06,1565.52,2220.57,381,2414.1,6.36,11.46,8.36
1991-02-28,1759.79,1220.41,3462.37,1542.09,2243.23,388,2445.8,6.45,11.44,8.33
1991-03-01,1746.79,1220.41,3471.42,1516.74,2256.48,388,2437.3,6.52,11.44,8.37
1991-03-04,1766.74,1225.44,3519.06,1530.86,2309.1,400,2431.6,6.5,11.54,8.41
1991-03-05,1800.63,1245.93,3561.9,1540.26,2338.53,400,2411.1,6.46,11.51,8.35
1991-03-06,1821.01,1245.93,3571.53,1594.32,2316.64,400,2403.9,6.5,11.36,8.34
1991-03-07,1831.85,1151.05,3564.04,1580.46,2308.79,400,2405.2,6.48,11.27,8.29
1991-03-08,1828.14,1191.05,3571.42,1602.45,2308.9,400,2419,6.39,11.27,8.3
1991-03-11,1796.7,1174.72,3555,1565.78,2292.72,404,2389,6.36,11.27,8.34
1991-03-12,1795.48,1165.9,3542.89,1571.61,2323.77,404,2377.3,6.38,11.54,8.34
1991-03-13,1781.17,1160.08,3550.7,1542.19,2342.17,404,2390.1,6.28,11.49,8.38
1991-03-14,1816.81,1196.48,3530.48,1576.55,2325.66,408,2367.2,6.26,11.45,8.37
1991-03-15,1800.49,1206.75,3517.24,1570.55,2307.95,408,2343.6,6.29,11.37,8.42
1991-03-18,1777.91,1171.08,3514.99,1552.85,2291.47,405,2343.9,6.35,11.23,8.46
1991-03-19,1740.97,1171.08,3495.45,1546.53,2332.99,405,2314.6,6.46,11.08,8.5
1991-03-20,1752.22,1171.92,3481.4,1517.92,2343.08,405,2363.5,6.41,11.15,8.49
1991-03-21,1771.32,1165.2,3478.8,1519.59,2362.69,399,2354.9,6.37,11.1,8.47
1991-03-22,1772.14,1171.59,3457.04,1520.29,2347.63,399,2374.6,6.36,11.22,8.47
1991-03-25,1773.55,1155.46,3459.9,1515.5,2313.11,397,2350,6.35,11.21,8.51
1991-03-26,1775.09,1170.59,3468,1498.44,2319.73,397,2353.7,6.35,11.18,8.55
1991-03-27,1797.06,1167.97,3486.3,1508.8,2313.39,397,2341.6,6.29,11.1,8.55
1991-03-28,1816.36,1167.97,3495.7,1522.8,2327.67,391,2375.1,6.24,11.05,8.48
1991-03-29,1816.36,1167.97,3495.7,1522.8,2327.67,391,2375.1,6.25,11.05,8.48
1991-04-01,1816.36,1193.61,3486.9,1522.8,2314.28,391,2375.1,6.24,11.05,8.48
1991-04-02,1827.1,1209.23,3516.4,1538.62,2341.26,391,2410,6.21,10.98,8.47
1991-04-03,1851.89,1202.9,3516.5,1577.5,2318.77,391,2385.5,6.25,11.02,8.44
1991-04-04,1836.21,1197.12,3524.3,1571.97,2334.63,396,2419.8,6.24,11,8.35
1991-04-05,1851.71,1218.12,3518.2,1586.87,2338.73,396,2378.9,6.22,11,8.33
1991-04-08,1847.57,1238.7,3515.7,1579.95,2358.06,402,2390.5,6.21,11.02,8.28
1991-04-09,1845.96,1240.53,3505.2,1582.11,2355.29,402,2383.7,6.24,11.02,8.32
1991-04-10,1816.92,1240.53,3494.1,1561.89,2389.25,402,2396.3,6.29,11.03,8.34
1991-04-11,1825.6,1259.28,3504.9,1565.37,2373.34,405,2428.6,6.2,11.04,8.32
1991-04-12,1821.43,1288.02,3509.4,1583.14,2398.64,405,2381.3,6.12,11.02,8.31
1991-04-15,1822.35,1302.5,3516.5,1601.42,2422.57,403,2392.8,6.19,10.89,8.32
1991-04-16,1802.91,1274.97,3539.8,1603.36,2414.43,403,2386.4,6.21,10.84,8.38
1991-04-17,1829.45,1274.97,3546,1623.83,2421.02,403,2411.7,6.19,10.74,8.34
1991-04-18,1815.74,1271.62,3534,1613.76,2393.82,400,2430.4,6.31,10.64,8.36
1991-04-19,1791.12,1283.94,3496,1599.37,2399.97,400,2397.7,6.28,10.62,8.42
1991-04-22,1767.2,1287.27,3491.6,1571.91,2420.9,396,2406.3,6.29,10.62,8.45
1991-04-23,1781.83,1276.94,3502.4,1597.05,2397.74,396,2439.1,6.25,10.51,8.4
1991-04-24,1782.03,1274.56,3504.2,1603.73,2396,396,2386.9,6.2,10.54,8.42
1991-04-25,1777.01,1296.54,3502.1,1620.45,2398.31,391,2432.9,6.15,10.54,8.41
1991-04-26,1774.67,1286.59,3497.3,1623.81,2405.74,391,2407,6.18,10.46,8.44
1991-04-29,1797.35,1267.46,3472.3,1620.28,2401.16,390,2408.1,6.17,10.37,8.4
1991-04-30,1779.18,1235.11,3468.9,1605.79,2380.39,390,2387.5,6.03,10.37,8.34
1991-05-01,1779.18,1235.11,3493.1,1605.79,2400.09,390,2335.5,6.05,10.37,8.34
1991-05-02,1824.23,1235.11,3501,1630.04,2393.32,391,2374.4,6.01,10.34,8.34
1991-05-03,1832.31,1272.09,3491.3,1631.84,2407.65,391,2298.9,6.1,10.14,8.39
1991-05-06,1828.77,1255.42,3487.7,1623.99,2426.18,391,2298.9,6.11,10.21,8.38
1991-05-07,1830.18,1255.04,3478.9,1627.46,2413.74,391,2302.1,6.14,10.18,8.4
1991-05-08,1830.18,1266.34,3482.1,1607.28,2415.3,391,2319.9,6.14,10.25,8.44
1991-05-09,1830.18,1260.29,3504.6,1607.28,2431.05,392,2312.3,6.1,10.22,8.41
1991-05-10,1850.27,1288.35,3489.8,1620.63,2397.1,392,2292.5,6.11,10.08,8.4
1991-05-13,1834.45,1289.13,3492.8,1610.9,2392.49,390,2297,6.09,10.03,8.43
1991-05-14,1805.57,1292.83,3462.4,1598.5,2383.37,390,2247.9,6.09,10.07,8.5
1991-05-15,1802.63,1292.83,3444.8,1590.35,2386.94,390,2229.8,6.1,10.16,8.5
1991-05-16,1826.31,1291.5,3456.2,1598.08,2386.39,391,2223.3,6.12,9.97,8.43
1991-05-17,1826.96,1297.69,3449.8,1598.87,2392.06,391,2140.4,6.13,9.84,8.44
1991-05-20,1826.96,1284.25,3449.8,1598.87,2392.58,390,2242.2,6.17,9.8,8.44
1991-05-21,1833.09,1320.54,3447.7,1617.4,2391.68,390,2226.4,6.15,9.75,8.36
1991-05-22,1831.13,1320.54,3448.1,1647.69,2376.29,390,2222.8,6.12,9.68,8.33
1991-05-23,1813.71,1314.89,3448.1,1652.71,2385.96,391,2242,6.1,9.87,8.33
1991-05-24,1804.83,1314.89,3456.1,1671.87,2389.7,391,2204.2,6.07,9.83,8.34
1991-05-27,1798.92,1317.9,3456.7,1681.45,2389.7,391,2204.2,6.07,9.83,8.3
1991-05-28,1807.81,1317.9,3492.8,1682.14,2398.74,391,2229.4,6.07,9.87,8.27
1991-05-29,1825.16,1327.33,3498.5,1681.53,2383.34,391,2189.7,6.07,9.8,8.26
1991-05-30,1837.09,1335.48,3519.5,1681.53,2392.88,392,2139.1,6.09,9.77,8.27
1991-05-31,1861.78,1307.34,3546.2,1704.11,2379.17,392,2123.4,6.17,9.72,8.27
1991-06-03,1865.66,1287.95,3556.7,1694.11,2383.26,378,2163.5,6.26,9.72,8.31
1991-06-04,1851.29,1290.07,3549.6,1685.38,2379.66,378,2188.7,6.25,9.7,8.31
1991-06-05,1862.92,1284.81,3556.3,1712.76,2343.58,378,2202.3,6.26,9.72,8.34
1991-06-06,1863.92,1272.97,3576.9,1704.17,2341.01,378,2216.2,6.26,9.72,8.33
1991-06-07,1852.51,1248.31,3582.1,1709.64,2342.88,378,2173.4,6.38,9.79,8.36
1991-06-10,1846.25,1248.31,3569.3,1704.92,2316.91,380,2180.4,6.38,9.76,8.37
1991-06-11,1874.81,1261.64,3572.3,1715.8,2328.53,380,2193.6,6.38,9.76,8.35
1991-06-12,1849.11,1288.25,3558.2,1700.84,2330.95,380,2219.7,6.43,9.78,8.37
1991-06-13,1847.24,1275.15,3552.7,1692.63,2318.17,380,2197.9,6.38,9.84,8.37
1991-06-14,1858.17,1292.81,3559.8,1699.83,2314.37,380,2194.9,6.34,9.93,8.33
1991-06-17,1844.85,1307.22,3547.3,1701.07,2325,378,2181.8,6.39,9.98,8.35
1991-06-18,1830.63,1335.21,3549.9,1695.42,2324.87,378,2180.7,6.38,9.95,8.32
1991-06-19,1798.19,1325.46,3529.5,1683.03,2313.6,378,2232.3,6.32,9.83,8.32
1991-06-20,1793.65,1336.75,3527.4,1687.03,2322.11,369,2211.5,6.32,9.82,8.32
1991-06-21,1806.63,1361.72,3516.8,1711.86,2311.72,369,2234.8,6.33,9.75,8.32
1991-06-24,1775.63,1305.33,3478.8,1691.56,2298.48,370,2241.1,6.34,9.75,8.34
1991-06-25,1775.53,1301.85,3478.7,1691.56,2306.91,370,2223.6,6.34,9.74,8.36
1991-06-26,1760.52,1272.54,3481.2,1672.14,2310.37,370,2268.9,6.33,9.79,8.37
1991-06-27,1767.99,1289.94,3474.7,1666.09,2324.92,374,2246.9,6.29,9.78,8.41
1991-06-28,1747.62,1269.91,3465.9,1622.18,2322.83,374,2221.7,6.31,9.74,8.49
1991-07-01,1772.81,1275.23,3465.9,1625.2,2332.25,374,2249,6.37,9.63,8.52
1991-07-02,1750.47,1293.67,3493.7,1610.52,2342.24,374,2233,6.41,9.51,8.53
1991-07-03,1718.02,1312.87,3479.1,1614.41,2326.3,374,2277.7,6.39,9.58,8.51
1991-07-04,1708.05,1298.66,3485.5,1616.11,2326.3,379,2256.8,6.39,9.65,8.54
1991-07-05,1723.14,1357.32,3482.3,1618.91,2335.76,379,2278.7,6.41,9.65,8.57
1991-07-08,1714.3,1363.99,3488.9,1605.04,2351.22,379,2252.6,6.33,9.7,8.57
1991-07-09,1734.45,1369.06,3497.4,1627.63,2352.15,379,2243.2,6.28,9.71,8.57
1991-07-10,1757.38,1388.8,3504.2,1634.74,2364.54,379,2228.1,6.25,9.59,8.53
1991-07-11,1754.03,1420.75,3507.9,1637.85,2360.11,383,2179.9,6.25,9.72,8.56
1991-07-12,1754.29,1441.85,3516.4,1644.76,2392.83,383,2233.5,6.24,9.69,8.52
1991-07-15,1759.77,1407.35,3526.9,1646.57,2378.28,376,2199.1,6.29,9.77,8.53
1991-07-16,1755.51,1431.75,3535.45,1643.85,2393.13,376,2184.8,6.29,9.79,8.59
1991-07-17,1758.11,1442.54,3541.9,1625.51,2415.48,376,2217.6,6.31,9.92,8.58
1991-07-18,1758.11,1442.54,3561.19,1618.33,2401.64,379,2216.3,6.27,10,8.61
1991-07-19,1763.54,1455.48,3561.4,1623.99,2417.05,379,2226.1,6.25,9.98,8.64
1991-07-22,1762.78,1419.31,3545.38,1623.03,2414.65,380,2232.2,6.25,9.91,8.63
1991-07-23,1768.93,1419.31,3535.37,1632.94,2400.37,380,2227.9,6.29,9.9,8.68
1991-07-24,1778.07,1485.76,3518.62,1621.69,2406.15,380,2222.8,6.24,9.81,8.68
1991-07-25,1780.01,1555.43,3523.1,1615.38,2405.17,374,2192.9,6.21,9.77,8.69
1991-07-26,1767.66,1599.98,3524.8,1605.64,2411.26,374,2230,6.24,9.85,8.71
1991-07-29,1767.66,1637.7,3530.3,1605.57,2406.1,367,2230.5,6.21,9.8,8.7
1991-07-30,1757.9,1647,3548.9,1614.93,2413.36,367,2222.8,6.21,9.73,8.69
1991-07-31,1754.73,1632.67,3539.7,1622.31,2441.43,367,2240.3,6.14,9.88,8.67
1991-08-01,1766.81,1649.01,3537.15,1622.56,2428,362,2233.8,6.19,10.01,8.65
1991-08-02,1772.13,1680.62,3522.71,1615.36,2433.38,362,2275.1,6.04,9.97,8.6
1991-08-05,1764.31,1680.69,3522.71,1622.03,2432.18,357,2256,6.03,10.03,8.6
1991-08-06,1759.53,1680.69,3515.35,1611.9,2414.72,357,2233.6,5.9,10.03,8.58
1991-08-07,1782.44,1657.44,3528.63,1630.21,2405.2,357,2247.4,5.86,10,8.57
1991-08-08,1789.5,1632.9,3514.65,1630.21,2415.74,353,2243.9,5.81,10.04,8.58
1991-08-09,1783.54,1663.57,3502.77,1632.21,2424.63,353,2249.1,5.78,9.99,8.59
1991-08-12,1780.38,1664.06,3495.38,1626.06,2429.5,352,2255.7,5.78,9.9,8.59
1991-08-13,1808.84,1687.24,3524.23,1644.72,2422.82,352,2221.5,5.77,9.97,8.52
1991-08-14,1820.31,1705.63,3541.83,1650.19,2404.4,352,2232.1,5.67,9.94,8.49
1991-08-15,1820.31,1705.63,3534.44,1654.29,2418.6,350,2230.9,5.63,9.9,8.45
1991-08-16,1820.31,1727.07,3527.54,1653.33,2420.48,350,2206.1,5.62,9.91,8.47
1991-08-19,1687.54,1749.91,3484.61,1541.24,2471.2,341,2212.1,5.49,9.85,8.63
1991-08-20,1725.57,1709.43,3485.26,1541,2478.88,341,2209,5.47,9.92,8.6
1991-08-21,1792.87,1707.77,3512.03,1570.82,2444.79,341,2225.9,5.59,9.87,8.51
1991-08-22,1819.13,1752.3,3517.15,1630.83,2467.57,345,2242.2,5.63,9.84,8.49
1991-08-23,1833.45,1802.81,3532.06,1627.24,2465.19,345,2194.4,5.81,9.86,8.5
1991-08-26,1853.38,1844.82,3532,1654.19,2471.59,345,2194.4,5.84,9.9,8.5
1991-08-27,1849.67,1813.68,3517.74,1647.12,2467.54,345,2239.7,5.84,9.9,8.49
1991-08-28,1851.83,1827.59,3521.28,1647.5,2448.21,345,2269.6,5.66,9.87,8.45
1991-08-29,1857.74,1827.59,3514.9,1655.5,2456.71,337,2253.1,5.66,9.82,8.41
1991-08-30,1864.26,1795.99,3517.89,1650.5,2479.07,337,2245.2,5.73,9.84,8.46
1991-09-02,1863.52,1795.99,3517.89,1650.46,2479.07,338,2273.8,5.73,9.82,8.41
1991-09-03,1873.18,1764.36,3504.86,1655.64,2474.39,338,2281.6,5.69,9.83,8.41
1991-09-04,1860.82,1762.62,3486.84,1647.91,2453.98,338,2268.2,5.69,9.83,8.42
1991-09-05,1868.67,1810.21,3485.5,1647.17,2455.06,342,2269.1,5.73,9.83,8.45
1991-09-06,1860.39,1811.54,3488.3,1646.18,2454.54,342,2294.1,5.65,9.69,8.42
1991-09-09,1855.88,1811.54,3478.96,1633.06,2441.95,342,2320.1,5.59,9.64,8.39
1991-09-10,1840.47,1810.71,3448.15,1629.12,2442.57,342,2304.9,5.58,9.62,8.43
1991-09-11,1842.56,1810.71,3429.7,1628.19,2453.57,342,2307.5,5.6,9.6,8.44
1991-09-12,1861.17,1810.71,3437.59,1631.32,2450.52,347,2300.5,5.49,9.59,8.41
1991-09-13,1876.19,1861.74,3421.14,1637.62,2459.65,347,2307.5,5.52,9.54,8.41
1991-09-16,1878.26,1912.35,3428.2,1629.75,2465.62,345,2296.8,5.54,9.38,8.41
1991-09-17,1878.42,1878.55,3418,1634.55,2448.94,345,2264.2,5.54,9.29,8.4
1991-09-18,1869.41,1876.62,3418.48,1628.07,2473,345,2256,5.54,9.36,8.41
1991-09-19,1880.36,1876.62,3412,1620.7,2473.53,352,2277.5,5.56,9.35,8.44
1991-09-20,1885.49,1833.44,3407.1,1616.07,2481.58,352,2282.6,5.54,9.31,8.43
1991-09-23,1888.35,1833.44,3396.61,1614.16,2491.23,353,2316.4,5.53,9.27,8.46
1991-09-24,1885.23,1817.26,3398.1,1626.63,2500.45,353,2291.1,5.53,9.23,8.43
1991-09-25,1877.93,1818.52,3390.08,1625.41,2505.15,353,2301.5,5.52,9.06,8.43
1991-09-26,1876.49,1786.92,3385.14,1619.99,2499.96,356,2319.9,5.47,8.97,8.43
1991-09-27,1883.8,1870.04,3381.8,1608.14,2510.03,356,2317.2,5.43,9,8.42
1991-09-30,1880.59,1885.28,3387.88,1607.03,2498.64,351,2326.3,5.41,8.94,8.4
1991-10-01,1887.37,1858.45,3395.3,1609.62,2499.19,351,2293.9,5.41,8.94,8.35
1991-10-02,1878.25,1858.45,3393.59,1607.32,2504.27,351,2311.4,5.43,8.78,8.32
1991-10-03,1867.11,1815.62,3393.28,1607.32,2520.45,352,2311.9,5.34,8.78,8.32
1991-10-04,1851.91,1773.15,3378.87,1601.73,2524.37,352,2311.1,5.34,8.94,8.27
1991-10-07,1843.58,1780.25,3357.13,1588.66,2543.94,359,2302.5,5.34,8.97,8.26
1991-10-08,1848.11,1780.25,3353.7,1578.71,2546.44,359,2301.5,5.32,8.93,8.3
1991-10-09,1843.43,1716.53,3339.5,1567.22,2551.05,359,2330.6,5.35,8.82,8.29
1991-10-10,1843.64,1752.5,3345.08,1567.95,2538.66,356,2312.5,5.37,8.95,8.27
1991-10-11,1833.82,1764.5,3375.43,1568.42,2542.2,356,2302.7,5.29,8.97,8.21
1991-10-14,1833.38,1729.3,3375.43,1571.04,2558.78,360,2302.4,5.3,8.95,8.23
1991-10-15,1856.89,1724.06,3416.68,1585.04,2569.5,360,2282.3,5.26,8.83,8.24
1991-10-16,1863.4,1773.47,3462.96,1570.11,2579.53,360,2301.5,5.27,8.85,8.24
1991-10-17,1855.47,1773.47,3466.15,1564.51,2592.96,367,2308.3,5.41,8.8,8.23
1991-10-18,1864.2,1778.91,3482.34,1563.25,2606.45,367,2324.8,5.37,8.89,8.23
1991-10-21,1845.97,1740.53,3467.21,1572.68,2608.42,368,2298.6,5.43,8.83,8.29
1991-10-22,1836.79,1764.24,3467.39,1580.71,2600.82,368,2297.1,5.44,8.86,8.32
1991-10-23,1830.36,1776.25,3459.16,1587.89,2570.85,368,2300.2,5.44,8.89,8.33
1991-10-24,1831.61,1793.78,3446.9,1579.01,2590.81,369,2322.7,5.32,9.01,8.31
1991-10-25,1834.8,1793.78,3434.17,1572.03,2562.95,369,2308.1,5.31,8.96,8.34
1991-10-28,1852.07,1805.52,3455.84,1576.81,2563.54,364,2313.4,5.29,8.96,8.38
1991-10-29,1853.5,1893.16,3485.42,1590.75,2560.67,364,2359.7,5.18,8.93,8.33
1991-10-30,1861.8,1861.85,3497.6,1582.83,2562.68,364,2350.6,5.09,8.85,8.34
1991-10-31,1856.67,1889.84,3515.76,1582.06,2570.31,361,2340.2,5.09,8.84,8.36
1991-11-01,1856.67,1909.8,3512.58,1573.55,2592.3,361,2344.2,5.02,8.82,8.35
1991-11-04,1841.51,1909.8,3511.77,1570.21,2593.29,361,2322.1,5.01,8.75,8.38
1991-11-05,1846.91,1917.96,3525.7,1576.12,2600.17,361,2337.7,5.07,8.74,8.37
1991-11-06,1836.06,1917.96,3531.08,1574.59,2576.01,361,2325.8,4.94,8.74,8.33
1991-11-07,1838.57,1917.96,3546.7,1578.4,2559.68,363,2338.2,4.94,8.81,8.32
1991-11-08,1857.55,1910.81,3561.56,1606.22,2555.65,363,2333.9,4.94,8.9,8.23
1991-11-11,1857.55,1895.53,3579.3,1609.02,2520.74,362,2324.3,4.94,8.95,8.25
1991-11-12,1858.44,1878.82,3604.09,1621.22,2509.92,362,2299.4,4.96,8.94,8.24
1991-11-13,1846.79,1881.5,3596.92,1623.23,2503.98,362,2318.9,4.96,8.89,8.23
1991-11-14,1868.53,1894.67,3575.84,1620.96,2523.57,363,2315.4,4.93,8.9,8.21
1991-11-15,1863.2,1879.69,3535.48,1629.37,2537.63,363,2320.2,4.84,8.86,8.22
1991-11-18,1808.27,1871.32,3550.76,1611.93,2512.17,360,2304,4.88,8.85,8.25
1991-11-19,1765.09,1924.15,3515.32,1599.05,2496.82,360,2301.5,4.83,8.87,8.22
1991-11-20,1763.49,1910.59,3501.72,1599.05,2505.66,360,2293.5,4.82,8.88,8.24
1991-11-21,1766.02,1910.59,3493.12,1598.1,2496.07,364,2298,4.78,8.91,8.24
1991-11-22,1741.28,1886.56,3451.91,1600.26,2464.82,364,2291.3,4.75,8.92,8.28
1991-11-25,1743.25,1886.56,3443.47,1589.16,2470.56,370,2286.6,4.78,8.93,8.3
1991-11-26,1768.97,1855.94,3448.3,1602.87,2450.05,370,2315.8,4.74,8.93,8.27
1991-11-27,1757.86,1864.39,3440.12,1586.16,2461.72,370,2303.9,4.73,8.87,8.32
1991-11-28,1754.88,1856.34,3436.92,1588.16,2461.72,368,2283.2,4.73,8.85,8.31
1991-11-29,1739.7,1903.31,3448.51,1566.57,2466.49,368,2274,4.67,8.83,8.33
1991-12-02,1708.78,1904.26,3456.38,1545.44,2441.28,369,2270.2,4.66,8.83,8.34
1991-12-03,1722.21,1892.84,3453.41,1546.84,2403.04,369,2234.2,4.62,8.87,8.3
1991-12-04,1713.93,1885.44,3427.47,1560.96,2416.54,369,2230.1,4.58,8.9,8.33
1991-12-05,1703.23,1876.73,3426.63,1553.42,2391.98,367,2241.5,4.62,8.83,8.27
1991-12-06,1685.72,1899.11,3426.53,1558.18,2365.58,367,2241,4.51,8.87,8.25
1991-12-09,1663.37,1879.73,3382.89,1559.05,2327.52,369,2217.2,4.41,8.97,8.26
1991-12-10,1636.93,1872.45,3374.7,1551.11,2326.1,369,2182.5,4.44,9.02,8.27
1991-12-11,1645.56,1860.75,3351.92,1543.59,2328.06,369,2197.7,4.43,9,8.28
1991-12-12,1671.62,1837.88,3348.4,1546.39,2344.24,369,2191.2,4.44,9.01,8.23
1991-12-13,1688.27,1837.88,3359.47,1558.34,2357.82,369,2181.8,4.43,9.01,8.25
1991-12-16,1696.8,1825.45,3346.05,1552.89,2347.16,362,2175,4.42,8.98,8.21
1991-12-17,1711.73,1814.67,3325.08,1560.93,2333.03,362,2172.6,4.38,9.05,8.17
1991-12-18,1706.17,1834.78,3332.62,1573.75,2319.79,362,2172.6,4.43,9.12,8.16
1991-12-19,1684.19,1875.67,3326.09,1561.77,2295.03,356,2188.4,4.39,9.15,8.12
1991-12-20,1648.5,1873.28,3340.85,1543.19,2261.74,356,2227.3,4.09,9.01,8.12
1991-12-23,1633.57,1915.12,3378.15,1539.62,2282.17,348,2225.3,4.13,8.99,8.13
1991-12-24,1699.1,1908.85,3401.99,1539.62,2298.45,348,2168.2,4.15,8.95,8.13
1991-12-25,1699.1,1908.85,3401.99,1539.62,2298.45,348,2168.2,4.16,8.95,8.13
1991-12-26,1722.48,1908.85,3401.99,1539.62,2264.97,348,2168.2,4.18,8.95,8.13
1991-12-27,1720.65,1908.85,3441.91,1563.59,2273.57,348,2184.9,4.15,8.94,8.12
1991-12-30,1741.86,1908.85,3505.92,1577.98,2259.4,350,2194.8,4.11,8.94,8.03
1991-12-31,1765.66,1908.85,3512.36,1577.98,2291.9,350,2182.3,4.09,8.96,8.01
1992-01-01,1765.66,1957.33,3512.36,1577.98,2291.9,350,2182.3,4.09,8.96,8.01
1992-01-02,1749.91,1969.16,3493.66,1601.88,2304.2,350,2168,4.11,8.96,7.99
1992-01-03,1769.81,1996.5,3517.47,1603.62,2294.53,350,2127.9,4.12,8.89,8
1992-01-06,1787.57,1967.55,3524.77,1603.32,2297.32,337,2144.1,4.09,8.9,7.97
1992-01-07,1778.73,1963.53,3512.92,1592.45,2272.53,337,2138.9,4.01,8.85,7.96
1992-01-08,1785.64,1949.31,3515.64,1578.73,2236.06,337,2096.8,3.98,8.84,7.96
1992-01-09,1833.86,1972.53,3580.6,1589.76,2237.32,333,2099.8,4.04,8.85,7.9
1992-01-10,1837.44,1972.53,3593.39,1615.71,2271.39,333,2113.6,4.14,8.95,7.91
1992-01-13,1824.29,1998.88,3594.39,1622.67,2309.94,340,2110.9,4.18,8.93,7.93
1992-01-14,1843.81,1998.07,3634.98,1628.53,2288.5,340,2099.6,4.17,8.97,7.88
1992-01-15,1873.63,2020.18,3656.72,1667.5,2317.18,340,2107.6,4.21,8.96,7.84
1992-01-16,1860.19,2002.6,3665.96,1666.34,2331.54,337,2164.8,4.19,8.9,7.89
1992-01-17,1859.95,2115.89,3658.29,1670.99,2344.42,337,2190,4.13,8.92,7.88
1992-01-20,1865.85,2107.07,3655.67,1677.17,2330.38,342,2167,4.14,8.93,7.86
1992-01-21,1867.91,2115.71,3620.44,1685.29,2313.36,342,2178,4.09,8.9,7.81
1992-01-22,1841.32,2132.82,3638.79,1682.13,2329.34,342,2171,4.1,8.94,7.85
1992-01-23,1838.69,2150.41,3624.53,1669.57,2328.34,341,2188,4.2,9.03,7.85
1992-01-24,1849.92,2139.33,3630.75,1664.77,2350.63,341,2176,4.22,9.1,7.87
1992-01-27,1869.27,2172.11,3628.5,1683.58,2373.32,345,2200,4.23,9.13,7.88
1992-01-28,1890.6,2172.11,3623.25,1683.08,2354.88,345,2200,4.17,9.09,7.85
1992-01-29,1879.64,2214.22,3598.61,1672.4,2354.52,345,2214,4.18,9.05,7.84
1992-01-30,1873.94,2299.77,3605.8,1680.91,2344.5,349,2202,4.24,9.22,7.86
1992-01-31,1875.25,2302.54,3596.12,1687.49,2354.91,349,2208,4.19,9.19,7.89
1992-02-03,1856.98,2272.81,3594.4,1689.01,2363.26,349,2196,4.2,9.25,7.92
1992-02-04,1856.48,2278.72,3618.07,1676.4,2395.89,349,2178,4.18,9.3,7.92
1992-02-05,1865.79,2288.43,3605.85,1686.62,2407.73,349,2183,4.17,9.43,7.92
1992-02-06,1860.61,2309.36,3606.7,1681.13,2409.48,358,2187,4.16,9.43,7.91
1992-02-07,1861.61,2194.48,3596.33,1685.52,2432.18,358,2192,4.07,9.43,7.87
1992-02-10,1865.55,2273.47,3608.5,1682.13,2439.02,365,2185,4.08,9.39,7.88
1992-02-11,1864.06,2273.47,3597.85,1683.55,2387.31,365,2191,4.12,9.35,7.86
1992-02-12,1861.6,2305.38,3595.83,1678.92,2390.84,365,2216,4.16,9.3,7.86
