Dates,CAC(Eq),SENSEX(Eq),SPTSX(Eq),DAX(Eq),SPGSCITR(Cm),XPTUSD(Cm),LMCADS03(Cm),USGG12M(B),GNZGB10(B),GDBR10(B)
1998-03-06,3483.22,3708.58,7185.61,4715.95,2746.08,381,1776,5.38,6.94,5
1998-03-09,3525.85,3807.21,7228.06,4780.83,2710.06,383,1775,5.37,6.84,4.94
1998-03-10,3521.51,3798.25,7295.99,4834.43,2710.14,389,1778,5.36,6.85,4.91
1998-03-11,3539.43,3752.09,7345.84,4832.76,2717.97,389,1782,5.36,6.85,4.91
1998-03-12,3526.57,3716.5,7402.29,4839.6,2719.65,389,1825,5.32,6.8,4.86
1998-03-13,3540.23,3716.5,7385.06,4889.65,2705.56,393,1819,5.33,6.83,4.88
1998-03-16,3598.26,3785.23,7427.88,4883.85,2653.3,402,1827,5.32,6.81,4.87
1998-03-17,3661.63,3791.17,7440.37,4946.68,2646.6,396,1820,5.33,6.76,4.88
1998-03-18,3652.52,3825.02,7426.76,4919.72,2728.46,409,1781,5.35,7.03,4.86
1998-03-19,3688.68,3820.87,7382.22,4936.32,2719.75,409,1763,5.36,7.03,4.9
1998-03-20,3688.91,3840.4,7412.84,5001.55,2723.93,413,1761,5.34,7,4.87
1998-03-23,3680.13,3963.81,7510.24,4971.32,2864.69,420,1795,5.34,7.05,4.88
1998-03-24,3738.54,3927.67,7551.23,5028.24,2815.23,416,1767,5.35,7.05,4.86
1998-03-25,3818.71,3949.57,7579.22,5096.62,2844.76,411,1760,5.38,7.07,4.86
1998-03-26,3783.78,3891.75,7569.31,5039.76,2860.81,413,1759,5.42,6.97,4.86
1998-03-27,3810.23,3908.6,7622.53,5083.16,2859.12,412,1754,5.42,6.96,4.89
1998-03-30,3800.23,3897.98,7567.91,5069.9,2835.5,408,1769,5.43,7.02,4.93
1998-03-31,3875.81,3892.75,7558.5,5102.35,2796.66,405,1772,5.39,6.97,4.92
1998-04-01,3883.31,3969.57,7527.86,5154.21,2775.47,407,1731,5.35,6.93,4.94
1998-04-02,3935.88,3992.72,7543.4,5176.66,2790.26,406,1710,5.33,6.86,4.9
1998-04-03,3932.02,4076.05,7612.73,5223.52,2800.28,413,1699,5.25,6.81,4.84
1998-04-06,3986.75,4170.22,7645.81,5271.65,2747.94,414,1723,5.28,6.9,4.84
1998-04-07,3903.27,4194.27,7579.79,5357.05,2747.02,413,1729,5.28,6.88,4.86
1998-04-08,3873.87,4183.57,7571.14,5269.46,2772.74,418,1748,5.29,6.93,4.86
1998-04-09,3894.48,4183.57,7620.64,5317.22,2775.56,423,1775,5.33,6.86,4.85
1998-04-10,3894.48,4118.29,7620.64,5317.22,2775.56,421,1775,5.32,6.86,4.85
1998-04-13,3894.48,4085.93,7655.42,5317.22,2747.79,427,1775,5.39,6.86,4.86
1998-04-14,3867.66,4085.93,7780.53,5374.78,2746.96,431,1804,5.38,6.88,4.87
1998-04-15,3884.61,4192.5,7817.65,5388.47,2780.51,420,1863,5.36,6.84,4.87
1998-04-16,3845.94,4134.32,7803.91,5324.14,2804.91,412,1841,5.34,6.74,4.87
1998-04-17,3861.58,4186.76,7764.75,5268.75,2781.39,413,1854,5.34,6.69,4.86
1998-04-20,3885.69,4210.73,7754.36,5442,2778.23,418,1839,5.38,6.74,4.88
1998-04-21,3860.4,4280.96,7765.52,5388.94,2802.54,420,1867,5.39,6.72,4.91
1998-04-22,3835.07,4179.44,7822.25,5360.65,2750.16,423,1888,5.38,6.72,4.94
1998-04-23,3822.13,4092.23,7816.4,5251.46,2721.95,418,1871,5.4,6.72,4.94
1998-04-24,3783.34,4050.98,7703.24,5144.28,2719.7,408,1871,5.4,6.76,4.93
1998-04-27,3685.83,4082.83,7564.77,5088.13,2726.42,407,1894,5.47,6.77,5.03
1998-04-28,3777.23,4082.83,7567.67,5018.67,2758.01,406,1883,5.47,6.87,5.03
1998-04-29,3733.93,3970.28,7609.53,5108.48,2722.75,405,1879,5.49,6.88,5.04
1998-04-30,3880.92,4006.81,7664.99,5107.44,2720.4,404,1847,5.39,6.76,4.99
1998-05-01,3880.92,4006.81,7702.11,5107.44,2764.26,397,1851,5.41,6.74,4.98
1998-05-04,3974.25,4135.81,7737.3,5314.66,2763.29,395,1851,5.41,6.77,4.96
1998-05-05,3944.91,4147.29,7720.12,5232.03,2741.22,399,1872,5.43,6.79,4.99
1998-05-06,3947.45,4069.79,7678.69,5229.8,2729.28,396,1820,5.39,6.75,4.99
1998-05-07,3906.36,4069.79,7612.52,5186.23,2714.84,395,1778,5.41,6.74,5.01
1998-05-08,3906.36,4022.2,7699.24,5257.58,2703.12,397,1775,5.42,6.74,4.98
1998-05-11,4017.24,4022.2,7720.7,5341.69,2694.68,395,1726,5.47,6.8,4.99
1998-05-12,3987.33,3945.13,7717.7,5297.35,2701.95,388,1754,5.44,6.81,5.04
1998-05-13,4019.76,3782.76,7707.49,5376.88,2680.51,403,1746,5.42,6.76,5.01
1998-05-14,4011.98,3897.94,7677.86,5361.22,2686.91,401,1749,5.45,6.72,4.99
1998-05-15,3990.23,3849.8,7684.02,5393.14,2649.43,405,1741,5.45,6.73,5.01
1998-05-18,3945.31,3908.48,7684.02,5342.85,2624.43,396,1663,5.43,6.64,5
1998-05-19,3980.84,3924.42,7662.38,5388.9,2618.21,387,1677,5.43,6.65,4.98
1998-05-20,4047.92,3956.93,7695.4,5510.98,2574.44,381,1691,5.41,6.63,4.94
1998-05-21,4047.92,3908.79,7718.23,5510.98,2584.72,384,1697,5.44,6.59,4.94
1998-05-22,4049.78,3897.1,7725.15,5564.21,2597.02,379,1697,5.45,6.57,4.93
1998-05-25,4108.71,3908.11,7768.15,5575.16,2597.02,382,1697,5.45,6.52,4.92
1998-05-26,4115.88,3875.06,7625.96,5644.29,2570.72,381,1664,5.43,6.47,4.89
1998-05-27,4017.37,3777.19,7542.87,5490.64,2568.59,375,1676,5.42,6.47,4.89
1998-05-28,4014.92,3721.93,7579.62,5481.26,2561.86,367,1721,5.42,6.41,4.9
1998-05-29,4041.16,3686.39,7589.78,5569.08,2592.06,369,1708,5.42,6.42,4.87
1998-06-01,4041.16,3642.68,7512.55,5569.08,2574.14,364,1687,5.39,6.4,4.84
1998-06-02,4086.98,3573.21,7534.01,5582.78,2572.16,365,1662,5.39,6.44,4.85
1998-06-03,4149.37,3597.98,7493.24,5613.76,2554.75,358,1705,5.39,6.39,4.86
1998-06-04,4119.03,3546.21,7485.39,5592.48,2565.77,363,1682,5.43,6.42,4.87
1998-06-05,4185.05,3417.89,7508.23,5688.5,2555.38,360,1694,5.43,6.5,4.85
1998-06-08,4204.58,3416.73,7557.19,5779.09,2517.57,364,1692,5.44,6.61,4.85
1998-06-09,4201.86,3468.07,7535.43,5760.03,2480.06,359,1696,5.44,6.7,4.87
1998-06-10,4208.6,3311.41,7433.76,5754.46,2464.89,357,1712,5.42,6.77,4.82
1998-06-11,4141.61,3335.76,7295.76,5754.46,2445.27,351,1696,5.36,6.74,4.77
1998-06-12,4050.76,3347.41,7310.92,5670.83,2452.23,349,1685,5.32,6.74,4.77
1998-06-15,4005.33,3152.96,7104.52,5527.32,2402.62,347,1634,5.31,6.7,4.75
1998-06-16,4013.28,3161.08,7143.71,5591.57,2412.48,352,1641,5.37,6.82,4.78
1998-06-17,4092.92,3400.95,7195.08,5709.36,2464.52,361,1655,5.42,6.63,4.82
1998-06-18,4052.27,3292.33,7138.27,5718.06,2435.72,359,1670,5.41,6.67,4.8
1998-06-19,4027.32,3143.1,7153.39,5702.61,2467.08,362,1688,5.41,6.64,4.82
1998-06-22,4018.64,3078.51,7137.52,5654.75,2494.6,357,1682,5.41,6.68,4.77
1998-06-23,4065.04,3037.34,7175.23,5718.71,2553.96,354,1678,5.41,6.73,4.76
1998-06-24,4126.33,3143.64,7264.4,5779.91,2557.22,352,1664,5.4,6.49,4.75
1998-06-25,4203.81,3208.54,7314.72,5866.63,2509.73,353,1644,5.41,6.5,4.77
1998-06-26,4215.7,3168.82,7338.66,5870.42,2504.29,352,1639,5.39,6.39,4.76
1998-06-29,4248.24,3289.56,7409.38,5915.13,2484.88,352,1638,5.38,6.45,4.76
1998-06-30,4203.45,3250.69,7366.89,5897.44,2500.16,360,1636,5.37,6.32,4.78
1998-07-01,4260.68,3230.6,7366.89,5906.85,2496.61,368,1602,5.35,6.27,4.77
1998-07-02,4252.09,3180.73,7370.55,5904.1,2495.26,366,1612,5.33,6.32,4.74
1998-07-03,4304.38,3089.02,7383.71,5953.16,2495.26,366,1617,5.32,6.3,4.74
1998-07-06,4311.1,3178.31,7434.47,5918.37,2457.93,371,1606,5.32,6.31,4.71
1998-07-07,4333.09,3195.94,7454.6,5960.98,2449.01,377,1609,5.33,6.26,4.72
1998-07-08,4339.91,3245.88,7451.27,6013.14,2456.31,380,1605,5.32,6.26,4.69
1998-07-09,4319.18,3331.98,7413.15,5996.77,2445.48,379,1586,5.32,6.33,4.67
1998-07-10,4256.35,3401.74,7389.72,5982.42,2420.65,376,1602,5.31,6.3,4.66
1998-07-13,4256.35,3322.17,7348.94,6019.48,2414.21,374,1648,5.33,6.3,4.7
1998-07-14,4256.35,3371.5,7387.06,6095.28,2441.71,380,1655,5.33,6.2,4.7
1998-07-15,4344.3,3365.72,7388.13,6108.24,2438.71,387,1673,5.32,6.23,4.68
1998-07-16,4358.13,3488.77,7405.82,6094.02,2415.17,397,1698,5.34,6.23,4.68
1998-07-17,4388.48,3470.8,7418.31,6147.87,2410.41,397,1699,5.36,6.24,4.69
1998-07-20,4368.91,3384.75,7432.66,6171.43,2356.36,391,1717,5.36,6.28,4.68
1998-07-21,4322.08,3353.3,7409.43,6165.52,2356.02,385,1711,5.35,6.23,4.66
1998-07-22,4220.12,3344.33,7349.89,6110.73,2354.46,383,1710,5.35,6.26,4.66
1998-07-23,4235.89,3227.52,7227.38,6058.45,2330.33,381,1712,5.34,6.24,4.67
1998-07-24,4205.41,3171.3,7170.58,6035.28,2335.38,378,1773,5.34,6.18,4.66
1998-07-27,4139.53,3085.17,7140.62,5885,2339.56,376,1739,5.35,6.25,4.66
1998-07-28,4122.35,3166.84,7067.84,5889.01,2331.23,384,1751,5.34,6.19,4.65
1998-07-29,4139.19,3219.93,7000.06,5853.63,2312.79,378,1717,5.36,6.16,4.64
1998-07-30,4197.64,3212.1,7045.96,5880.87,2317.32,379,1740.5,5.36,6.15,4.63
1998-07-31,4177.31,3211.31,6931.43,5873.92,2303.62,375,1698,5.37,6.14,4.63
1998-08-03,4095.03,3112.95,6931.43,5758.77,2266.38,373,1656,5.35,6.12,4.61
1998-08-04,4047.88,3119.54,6704.33,5756.2,2280.37,375,1648,5.31,6.07,4.6
1998-08-05,3976.4,3133.42,6730.98,5632.51,2276.9,376,1650.5,5.29,6.04,4.6
1998-08-06,3968.59,3096.33,6675.83,5517.64,2291.49,382,1636,5.28,6.07,4.59
1998-08-07,4041.88,3062.25,6641.09,5581.22,2306.79,380,1652,5.23,6.11,4.56
1998-08-10,3939.45,3020.71,6523.7,5476.25,2258.06,379,1633.5,5.21,6.18,4.53
1998-08-11,3845.98,2970.64,6312.92,5268.4,2220.52,375,1615,5.18,6.19,4.47
1998-08-12,3945.7,2950.8,6495.35,5402.37,2219.78,372,1620,5.2,6.31,4.48
1998-08-13,3951.69,2990.22,6345.22,5356.23,2250.73,372,1627,5.23,6.27,4.49
1998-08-14,3994.91,2968.75,6297.51,5447.9,2256.16,368,1627,5.21,6.23,4.47
1998-08-17,3983.81,2917.07,6404.48,5456.58,2261.28,364,1632,5.23,6.25,4.42
1998-08-18,4123.25,2867.99,6517.68,5568.88,2240.42,369,1622,5.25,6.19,4.43
1998-08-19,4125.72,2884.59,6511.81,5596.41,2235.48,370,1637,5.23,6.03,4.43
1998-08-20,4087.49,2989.6,6421.01,5488.22,2263.27,372,1659,5.22,6.14,4.34
1998-08-21,3943.68,2922.61,6294.28,5163.51,2222.59,369,1631,5.19,6.1,4.25
1998-08-24,3937.43,2950.44,6248.85,5234.88,2236.35,371,1639,5.18,6.04,4.27
1998-08-25,4029.32,2993.36,6256.01,5371.76,2230.07,365,1634,5.15,6.15,4.17
1998-08-26,3913.17,2993.36,6172.3,5231.61,2208.05,361,1635.5,5.1,6.2,4.29
1998-08-27,3745.64,2974.83,5799.46,5060.84,2176.19,353,1631,5.01,6.37,4.2
1998-08-28,3708.97,2908.1,5766.31,4993.54,2182.03,354,1617,4.95,6.43,4.2
1998-08-31,3651.85,2933.85,5530.71,4833.89,2167.67,357,1617,4.86,6.23,4.23
1998-09-01,3646.29,2862.55,5538.1,4791.81,2205.84,364,1642,4.86,6.29,4.29
1998-09-02,3729.67,2886.91,5682.48,4970.5,2197.35,368,1642,4.91,6.3,4.29
1998-09-03,3646.46,2918.89,5711.18,4812.18,2266.59,369,1678,4.9,6.36,4.25
1998-09-04,3690.75,2975.1,5742.51,4820.25,2264.33,366,1669,4.9,6.33,4.24
1998-09-07,3695.35,3051.93,5742.51,4923.37,2264.33,368,1680,4.91,6.34,4.25
1998-09-08,3803.74,3096.1,5977.05,5103.84,2264.68,360,1690.5,4.91,6.28,4.26
1998-09-09,3762.13,3097.12,5871.78,5040.87,2246.84,358,1708,4.79,6.22,4.14
1998-09-10,3589.35,3108.67,5796.77,4747.33,2299.65,364,1703,4.63,6.03,4.04
1998-09-11,3578.34,3083.56,5889.44,4737.15,2280.57,365,1691,4.72,6.01,3.99
1998-09-14,3714.81,3167.22,5879.4,4896.49,2292.12,366,1670,4.76,6.03,4.03
1998-09-15,3698,3162.18,5857.04,4831.22,2319.92,367,1684,4.79,6.05,4
1998-09-16,3729.32,3138.66,5906.05,4857.97,2314.75,360,1672,4.76,5.96,4.01
1998-09-17,3525.26,3121.3,5725.64,4669.51,2321.42,359,1656,4.76,5.92,3.95
1998-09-18,3465.22,3090.72,5771.4,4598.58,2365.47,362,1664,4.69,5.83,3.96
1998-09-21,3342.65,3080.91,5774.33,4433.87,2362.3,355,1641,4.7,5.85,3.89
1998-09-22,3347.98,3095.25,5822.66,4575.15,2377.97,352,1630,4.72,6,3.93
1998-09-23,3423.78,3135.42,6015.06,4699.39,2367.9,354,1647,4.6,5.89,3.97
1998-09-24,3381.13,3225.3,5892.37,4646.25,2385.68,359,1650,4.51,5.77,3.95
1998-09-25,3310.59,3223.57,5845.72,4561.58,2370.94,353,1664,4.49,5.78,3.97
1998-09-28,3337.64,3206.92,5869.28,4653.94,2364.87,352,1663,4.52,5.76,3.97
1998-09-29,3337.05,3146.83,5762.1,4578.27,2382.37,346,1664,4.52,5.68,3.95
1998-09-30,3197.95,3102.29,5614.12,4474.51,2389.22,348,1626,4.4,5.58,3.9
1998-10-01,3038.01,3102.29,5437.98,4226.49,2343,355,1628.5,4.28,5.44,3.8
1998-10-02,3039.14,3102.29,5517.13,3962.5,2366.29,349,1617,4.29,5.45,3.8
1998-10-05,2979.89,2878.07,5336.15,4034.23,2356.61,338,1586,4.17,5.31,3.77
1998-10-06,3136.48,2919.74,5398.12,4156.64,2367.24,343,1602,4.23,5.39,3.8
1998-10-07,3097.69,3008.63,5463.38,4087.83,2360.1,346,1616,4.24,5.48,3.84
1998-10-08,2959.97,2896.14,5401.64,3896.08,2309.5,350,1613,4.14,5.49,4.03
1998-10-09,3092.9,2916.66,5481.84,3983.65,2322.65,348,1609,4.15,5.43,4.23
1998-10-12,3263.32,2872.48,5481.84,4225.49,2300.55,344,1620,4.15,5.58,4.24
1998-10-13,3278.85,2832.03,5544.93,4274.48,2305.08,343,1618,4.22,5.54,4.14
1998-10-14,3361.04,2890.72,5595.68,4318.52,2286.98,340,1610,4.17,5.5,4.13
1998-10-15,3362.26,2857.27,5863.99,4399.05,2287.49,341,1607,3.96,5.38,4.07
1998-10-16,3390.1,2848.11,5880.1,4489.1,2299.33,344,1647,3.85,5.41,4.08
1998-10-19,3395.35,2853.27,5832.26,4458.4,2250.43,337,1641,3.91,5.39,4.06
1998-10-20,3492.52,2764.16,5870.71,4595.82,2251.17,336,1636,3.98,5.46,4.12
1998-10-21,3440.78,2764.16,5848.36,4523.24,2278.07,340,1604,4.04,5.52,4.08
1998-10-22,3420.92,2764.16,5853.06,4454.28,2271.62,335,1613,4.04,5.54,4.1
1998-10-23,3393.76,2784.46,5841.98,4451.09,2278.96,338,1611,4.08,5.55,4.14
1998-10-26,3449.48,2889.71,5928.97,4577.74,2299.24,339,1594,4.12,5.58,4.18
1998-10-27,3550.75,2895.84,5996.78,4682.45,2272.15,342,1596,4.02,5.46,4.12
1998-10-28,3493.6,2833.04,6033.8,4536.34,2277.61,338,1581,4.07,5.43,4.14
1998-10-29,3483.43,2845.16,6115.41,4549.33,2266.5,336,1585,4.08,5.39,4.13
1998-10-30,3522.93,2812.49,6208.28,4671.12,2277.14,335,1615,4.18,5.38,4.13
1998-11-02,3569.6,2811.44,6315.66,4761.15,2274.36,337,1625,4.33,5.44,4.2
1998-11-03,3583.64,2812.06,6296.51,4705.08,2274.24,339,1606,4.33,5.49,4.15
1998-11-04,3684.16,2812.06,6365.76,4841.72,2268.77,345,1627,4.46,5.62,4.17
1998-11-05,3596.18,2842.51,6413.02,4811.6,2269.84,345,1627,4.5,5.6,4.18
1998-11-06,3588.63,2884.37,6417.91,4836.22,2263.2,340,1633,4.67,5.56,4.24
1998-11-09,3585.32,2983.67,6341.39,4768.58,2226.68,337,1613,4.63,5.6,4.23
1998-11-10,3544.74,3004.67,6258.27,4662.78,2237.8,336,1600,4.54,5.66,4.21
1998-11-11,3544.74,2976.17,6279.58,4717.7,2235.71,338,1605,4.54,5.67,4.22
1998-11-12,3560.23,3009.57,6256.06,4639.89,2255.2,349,1609,4.49,5.65,4.21
1998-11-13,3562.23,2976.12,6336.09,4639.65,2230.16,347,1588,4.51,5.62,4.2
1998-11-16,3621.85,2945.4,6357.25,4783.77,2171.72,351,1585,4.56,5.6,4.22
1998-11-17,3601.57,2968.6,6337.78,4702.63,2146.81,347,1590,4.48,5.54,4.18
1998-11-18,3612.5,3003.25,6342.19,4698.72,2141.91,352,1602,4.52,5.54,4.1
1998-11-19,3706.76,2964.87,6439.62,4795.69,2137.45,362,1593,4.55,5.54,4.08
1998-11-20,3802.7,2941.39,6522.26,4911.88,2134,356,1616,4.54,5.56,4.06
1998-11-23,3845.81,2919.57,6672.92,5019.12,2085.3,351,1599,4.56,5.65,4.04
1998-11-24,3839.38,2903.56,6570.27,4958.82,2068.32,353,1593,4.6,5.59,4.06
1998-11-25,3849.84,2881.69,6526.8,4944.37,2058.83,352,1585,4.59,5.59,4.07
1998-11-26,3915.53,2825.08,6559.78,5051.63,2058.83,352,1593,4.59,5.59,4.05
1998-11-27,3950.94,2783.1,6468.32,5121.48,2061.65,351,1589,4.58,5.61,4.04
1998-11-30,3843.38,2810.66,6343.87,5022.7,2000.07,354,1578,4.5,5.51,4
1998-12-01,3688.34,2804.03,6457.14,4781.73,1995.12,352,1577,4.45,5.47,3.96
1998-12-02,3649.91,2816.59,6380.48,4691.69,1993.65,346,1562,4.42,5.35,3.93
1998-12-03,3715.67,2804.46,6295.83,4787.08,1987.1,345,1541,4.38,5.31,3.95
1998-12-04,3738.59,2849.82,6339.04,4775.23,1983.87,347,1527,4.48,5.31,3.92
1998-12-07,3771.22,2921.8,6366.88,4713.96,2001.94,347,1519,4.56,5.37,3.92
1998-12-08,3765.41,2945.64,6399.77,4699.34,1973.65,345,1507,4.48,5.39,3.89
1998-12-09,3772.61,2950.21,6406.3,4663.68,1952.61,349,1524,4.44,5.37,3.83
1998-12-10,3746.97,2979.6,6315.65,4642.69,1926.79,353,1512,4.45,5.24,3.79
1998-12-11,3695.7,3002.54,6258.76,4536.2,1922.34,349,1476,4.49,5.23,3.78
1998-12-14,3663.21,2990.44,6217.66,4522.86,1961.04,347,1475,4.46,5.28,3.82
1998-12-15,3673.76,2927.48,6236.67,4574.5,1967.81,351,1484,4.49,5.31,3.85
1998-12-16,3707.47,2936.92,6283.83,4663.45,2020.06,356,1515,4.38,5.24,3.88
1998-12-17,3751.17,2864.44,6291.45,4723.81,1937.77,349,1478,4.45,5.3,3.87
1998-12-18,3691.89,2875.09,6353.32,4629.23,1932.71,345,1472,4.48,5.36,3.83
1998-12-21,3803.41,2973.37,6381,4780.93,1902.2,344,1475,4.53,5.36,3.87
1998-12-22,3820.47,2976.58,6373.82,4825.38,1905.04,344,1477,4.55,5.48,3.94
1998-12-23,3872.42,2962.5,6447.19,4951.77,1917.83,345,1467,4.67,5.54,3.91
1998-12-24,3872.42,2963.45,6465.4,4951.77,1918.46,347,1467,4.71,5.55,3.91
1998-12-25,3872.42,2963.45,6465.4,4951.77,1918.46,346,1467,4.71,5.55,3.91
1998-12-28,3873.1,3054.73,6465.4,5044.77,1929.99,350,1467,4.62,5.57,3.93
1998-12-29,3891.1,3046.29,6472.16,5031.87,1949.79,360,1516,4.61,5.54,3.89
1998-12-30,3942.66,3110.33,6430.05,5002.39,1945.43,361,1490.5,4.54,5.47,3.87
1998-12-31,3942.66,3055.41,6485.94,5002.39,1965.65,365,1492,4.52,5.47,3.87
1999-01-01,3942.66,3060.34,6485.94,5002.39,1965.65,362,1492,4.54,5.47,3.87
1999-01-04,4147.5,3122.04,6554.3,5252.36,1992.33,365,1462,4.58,5.44,3.79
1999-01-05,4200.78,3149.06,6660.5,5253.91,1975.15,358,1443,4.62,5.53,3.79
1999-01-06,4294.82,3205.68,6805.34,5443.62,2033.99,356,1449,4.5,5.52,3.72
1999-01-07,4230.67,3299.09,6802.19,5323.21,2038.25,359,1447,4.5,5.55,3.75
1999-01-08,4245.42,3397.84,6868.93,5392.84,2045.92,360,1466,4.58,5.56,3.73
1999-01-11,4201.9,3433.21,6842.31,5270.6,2067.35,363,1481,4.61,5.7,3.79
1999-01-12,4100.7,3353.22,6700.83,5200.1,2033.2,355,1483,4.54,5.66,3.77
1999-01-13,3958.72,3310.46,6632.05,4931.8,1982.6,353,1472,4.46,5.6,3.71
1999-01-14,3997.06,3292.28,6594.23,4912.75,1972.56,353,1462,4.4,5.54,3.68
1999-01-15,4054.81,3207.85,6759.42,4960.22,1968.09,351,1478,4.47,5.53,3.69
1999-01-18,4151.68,3278.58,6822.82,5050.4,1968.09,354,1457,4.46,5.53,3.67
1999-01-19,4115.99,3218.91,6758.9,5073.15,1947.21,353,1485,4.49,5.51,3.66
1999-01-20,4190.01,3218.91,6712.34,5143.06,1930.92,354,1467,4.52,5.57,3.69
1999-01-21,4154.03,3329.93,6635.76,5156.67,1963.15,353,1475,4.45,5.51,3.66
1999-01-22,4019.33,3297.86,6593.91,5019.28,1972.29,349,1463,4.44,5.5,3.64
1999-01-25,4050.8,3309.15,6618.48,4982.45,1946.73,352,1456,4.48,5.49,3.64
1999-01-26,4071.28,3309.15,6663.45,4986.8,1928.25,351,1453,4.48,5.49,3.64
1999-01-27,4098.1,3353.98,6651.71,5061.18,1943.18,346,1440,4.49,5.5,3.64
1999-01-28,4199.67,3292.95,6668.45,5096.41,1960.79,342,1440,4.5,5.44,3.64
1999-01-29,4251.8,3315.57,6729.56,5159.96,1974.23,346,1431,4.49,5.46,3.63
1999-02-01,4303.92,3265.91,6765.44,5190.82,1948.96,348,1434.5,4.57,5.51,3.67
1999-02-02,4243.57,3236.76,6683.78,5166.87,1955.32,354,1445,4.57,5.56,3.69
1999-02-03,4188.84,3277.57,6721.51,5085.66,1955.81,353,1453,4.59,5.59,3.73
1999-02-04,4167.42,3236.42,6661.1,5077.85,1944.34,360,1467.5,4.62,5.65,3.81
1999-02-05,4147.3,3215.35,6633.37,5080.77,1936.89,355,1475,4.65,5.66,3.78
1999-02-08,4154.02,3183.64,6583.77,5027.22,1931.9,353,1503,4.64,5.64,3.84
1999-02-09,4038.49,3207.71,6443.97,4904.35,1921.42,357,1488,4.62,5.56,3.79
1999-02-10,4001.93,3307.49,6400.71,4796.82,1916.92,357,1471,4.64,5.62,3.79
1999-02-11,4072.34,3313.4,6490.81,4839.33,1912.74,363,1476,4.66,5.61,3.78
1999-02-12,4060.36,3337.49,6433.69,4888.74,1909.58,368,1467,4.73,5.56,3.84
1999-02-15,4065.19,3315.08,6447.58,4879.55,1909.58,369,1445,4.72,5.66,3.91
1999-02-16,4052.32,3344.68,6386.48,4904.68,1869.31,365,1418,4.69,5.58,3.91
1999-02-17,3985.49,3336.42,6324.67,4810.09,1873.7,362,1414,4.67,5.51,3.9
1999-02-18,4039.41,3351.05,6364.07,4845.08,1901.49,374,1394,4.7,5.57,3.92
1999-02-19,4130.48,3354.92,6409.54,4802.38,1890.19,375,1405,4.7,5.57,3.9
1999-02-22,4165.86,3303.89,6504.55,4845.18,1887.84,377,1381,4.71,5.6,3.88
1999-02-23,4207.95,3283.97,6454.74,4987.56,1915.36,384,1392,4.78,5.7,3.86
1999-02-24,4213.7,3287.53,6339.43,5062.31,1910,383,1406,4.83,5.76,3.88
1999-02-25,4152.56,3281.29,6306.7,4958.58,1918.04,380,1404,4.87,5.85,3.95
1999-02-26,4092.94,3233.86,6312.69,4911.81,1883.29,382,1399,4.85,5.84,4.01
1999-03-01,4032.05,3523.98,6302.22,4784.31,1888.23,378,1390,4.88,5.89,4.1
1999-03-02,4048.63,3523.98,6225.19,4804.02,1910.28,375,1398.5,4.79,5.86,4.08
1999-03-03,4004.16,3640.42,6180.34,4697.67,1932.68,371,1409,4.89,5.94,4.13
1999-03-04,4087.99,3601.96,6268.71,4678.72,1963.2,372,1418,4.9,5.97,4.18
1999-03-05,4189.56,3649.06,6415.11,4839.09,1972.35,376,1408,4.82,6.02,4.01
1999-03-08,4175.97,3732.1,6503.43,4788.69,1997.91,377,1394,4.81,5.93,4.06
1999-03-09,4159.8,3784.11,6488.37,4758.46,2007.32,375,1403,4.74,5.88,4.11
1999-03-10,4162.31,3743.37,6572.62,4721.41,2068.26,368,1408,4.74,5.93,4.08
1999-03-11,4184.38,3673.51,6565.75,4754.41,2039.6,369,1407,4.76,5.88,4.07
1999-03-12,4175.03,3702.81,6562.06,5008.16,2038.57,366,1397.5,4.73,5.9,4.03
1999-03-15,4185.12,3783.71,6606,5029.24,2026.7,363,1381,4.75,5.78,4.02
1999-03-16,4186.35,3744.18,6619.82,5094.63,2033,364,1380,4.73,5.72,3.98
1999-03-17,4170.01,3672.71,6593.82,5077.43,2078.27,368,1395,4.73,5.73,3.94
1999-03-18,4152.37,3672.71,6586.44,5013.62,2073.85,368,1391,4.69,5.76,3.92
1999-03-19,4219.65,3672.63,6598.82,5099.48,2090.77,371,1389,4.72,5.78,3.93
1999-03-22,4197.06,3713.18,6596.57,5027.06,2132.39,372,1394,4.75,5.83,3.97
1999-03-23,4079.47,3757.5,6482.23,4915.03,2117.78,374,1455,4.69,5.83,4
1999-03-24,4058.16,3682.69,6527.31,4780.13,2100.97,372,1446,4.7,5.83,4
1999-03-25,4137.01,3682.69,6593.52,4863.81,2136.37,370,1455,4.74,5.83,3.98
1999-03-26,4115.71,3597.58,6635.2,4775.17,2175.44,368,1450,4.7,5.8,4.05
1999-03-29,4153.65,3597.58,6652.77,4876.92,2186.11,367,1412,4.72,5.85,4.05
1999-03-30,4141.98,3683.49,6575.94,4856.84,2206.3,363,1387,4.69,5.8,4.04
1999-03-31,4197.88,3739.96,6597.79,4884.2,2201.42,362,1395,4.71,5.83,4
1999-04-01,4229.85,3686.29,6624.81,4914.59,2186.3,361,1398,4.71,5.78,4
1999-04-02,4229.85,3686.29,6624.81,4914.59,2186.3,361,1398,4.67,5.81,4
1999-04-05,4229.85,3519.39,6739.7,4914.59,2202.48,359,1398,4.66,5.76,4
1999-04-06,4304.48,3569.47,6768.51,4965.29,2201.9,355,1405,4.65,5.67,3.92
1999-04-07,4318.04,3586.8,6786.73,5052.27,2151.07,356,1433,4.66,5.67,3.9
