Dates,HIS(Eq),UKX(Eq),SPX(Eq),INDU(Eq),CL1(Cm),CO1(Cm),XAU(Cm),USGG10YR(B),GCAN10YR(B),USGG6M(B)
2015-12-30,21882.15,6274.05,2063.36,17603.87,36.6,36.46,1061.44,2.29,1.4,0.46
2015-12-31,21914.4,6242.32,2043.94,17425.03,37.04,37.28,1061.1,2.27,1.39,0.47
2016-01-01,21914.4,6242.32,2043.94,17425.03,37.04,37.28,1061.1,2.27,1.39,0.47
2016-01-04,21327.12,6093.43,2012.66,17148.94,36.76,37.22,1074.61,2.24,1.4,0.41
2016-01-05,21188.72,6137.24,2016.71,17158.66,35.97,36.42,1077.68,2.24,1.38,0.48
2016-01-06,20980.81,6073.38,1990.26,16906.51,33.97,34.23,1093.67,2.17,1.33,0.46
2016-01-07,20333.34,5954.08,1943.09,16514.1,33.27,33.75,1108.97,2.15,1.32,0.45
2016-01-08,20453.71,5912.44,1922.03,16346.45,33.16,33.55,1104.15,2.12,1.3,0.44
2016-01-11,19888.5,5871.83,1923.67,16398.57,31.41,31.55,1094.2,2.18,1.32,0.42
2016-01-12,19711.76,5929.24,1938.68,16516.22,30.44,30.86,1086.56,2.1,1.26,0.46
2016-01-13,19934.88,5960.97,1890.28,16151.41,30.48,30.31,1093.59,2.09,1.24,0.45
2016-01-14,19817.41,5918.23,1921.84,16379.05,31.2,31.03,1078.38,2.09,1.23,0.41
2016-01-15,19520.77,5804.1,1880.33,15988.08,29.42,28.94,1088.88,2.03,1.15,0.35
2016-01-18,19237.45,5779.92,1880.33,15988.08,29.42,28.55,1089.68,2.03,1.16,0.35
2016-01-19,19635.81,5876.8,1881.33,16016.02,28.46,28.76,1087.41,2.06,1.18,0.34
2016-01-20,18886.3,5673.58,1859.33,15766.74,26.55,27.88,1100.92,1.98,1.16,0.34
2016-01-21,18542.15,5773.79,1868.99,15882.68,29.53,29.25,1101.2,2.03,1.27,0.37
2016-01-22,19080.51,5900.01,1906.9,16093.51,32.19,32.18,1097.95,2.05,1.32,0.39
2016-01-25,19340.14,5877,1877.08,15885.22,30.34,30.5,1107.9,2,1.25,0.4
2016-01-26,18860.8,5911.46,1903.63,16167.23,31.45,31.8,1119.91,1.99,1.27,0.44
2016-01-27,19052.45,5990.37,1882.95,15944.46,32.3,33.1,1124.97,2,1.25,0.42
2016-01-28,19195.83,5931.78,1893.36,16069.64,33.22,33.89,1115.33,1.98,1.24,0.43
2016-01-29,19683.11,6083.79,1940.24,16466.3,33.62,34.74,1118.21,1.92,1.23,0.42
2016-02-01,19595.5,6060.1,1939.38,16449.18,31.62,34.24,1128.41,1.95,1.23,0.44
2016-02-02,19446.84,5922.01,1903.03,16153.54,29.88,32.72,1129.01,1.84,1.12,0.46
2016-02-03,18991.59,5837.14,1912.53,16336.66,32.28,35.04,1142.63,1.89,1.16,0.45
2016-02-04,19183.09,5898.76,1915.45,16416.58,31.72,34.46,1155.59,1.84,1.15,0.42
2016-02-05,19288.17,5848.06,1880.05,16204.97,30.89,34.06,1173.4,1.84,1.13,0.43
2016-02-08,19288.17,5689.36,1853.44,16027.05,29.69,32.88,1189.23,1.75,1.05,0.41
2016-02-09,19288.17,5632.19,1852.21,16014.38,27.94,30.32,1189.13,1.73,1.05,0.42
2016-02-10,19288.17,5672.3,1851.86,15914.74,27.45,30.84,1197.12,1.67,1,0.4
2016-02-11,18545.8,5536.97,1829.08,15660.18,26.21,30.06,1246.7,1.66,1.02,0.38
2016-02-12,18319.58,5707.6,1864.78,15973.84,29.44,33.36,1237.97,1.75,1.13,0.38
2016-02-15,18918.14,5824.28,1864.78,15973.84,29.44,33.39,1209.3,1.75,1.13,0.38
2016-02-16,19122.08,5862.17,1895.58,16196.41,29.04,32.18,1200.44,1.77,1.16,0.39
2016-02-17,18924.57,6030.32,1926.82,16453.83,30.66,34.5,1208.5,1.82,1.18,0.43
2016-02-18,19363.08,5971.95,1917.83,16413.43,30.77,34.28,1230.87,1.74,1.11,0.43
2016-02-19,19285.5,5950.23,1917.78,16391.99,29.64,33.01,1226.8,1.74,1.12,0.44
2016-02-22,19464.09,6037.73,1945.5,16620.66,31.48,34.69,1208.63,1.75,1.12,0.44
2016-02-23,19414.78,5962.31,1921.27,16431.78,31.87,33.27,1226.85,1.72,1.12,0.45
2016-02-24,19192.45,5867.18,1929.8,16484.99,32.15,34.41,1228.75,1.75,1.15,0.45
2016-02-25,18888.75,6012.81,1951.7,16697.29,33.07,35.29,1232.91,1.72,1.15,0.45
2016-02-26,19364.15,6096.01,1948.05,16639.97,32.78,35.1,1223.46,1.76,1.18,0.45
2016-02-29,19111.93,6097.09,1932.23,16516.5,33.75,35.97,1238.67,1.73,1.19,0.47
2016-03-01,19407.46,6152.88,1978.35,16865.08,34.4,36.81,1232.15,1.82,1.24,0.48
2016-03-02,20003.49,6147.06,1986.45,16899.32,34.66,36.93,1239.98,1.84,1.25,0.45
2016-03-03,19941.76,6130.46,1993.4,16943.9,34.57,37.07,1264.25,1.83,1.22,0.46
2016-03-04,20176.7,6199.43,1999.99,17006.77,35.92,38.72,1258.95,1.87,1.25,0.45
2016-03-07,20159.72,6182.4,2001.76,17073.95,37.9,40.84,1267.33,1.91,1.28,0.46
2016-03-08,20011.58,6125.44,1979.26,16964.1,36.5,39.65,1261.44,1.83,1.18,0.46
2016-03-09,19996.26,6146.32,1989.26,17000.36,38.29,41.07,1253.23,1.88,1.25,0.46
2016-03-10,19984.42,6036.7,1989.57,16995.13,37.84,40.05,1272.25,1.93,1.3,0.48
2016-03-11,20199.6,6139.79,2022.19,17213.31,38.5,40.39,1249.45,1.98,1.36,0.5
2016-03-14,20435.34,6174.57,2019.64,17229.13,37.18,39.53,1235.27,1.96,1.34,0.5
2016-03-15,20288.77,6139.97,2015.93,17251.53,36.34,38.74,1232.38,1.97,1.33,0.51
2016-03-16,20257.7,6175.49,2027.22,17325.76,38.46,40.33,1262.57,1.91,1.3,0.46
2016-03-17,20503.81,6201.12,2040.59,17481.49,40.2,41.54,1257.97,1.9,1.29,0.45
2016-03-18,20671.63,6189.64,2049.58,17602.3,39.44,41.2,1255.4,1.87,1.29,0.43
2016-03-21,20684.15,6184.58,2051.6,17623.87,39.91,41.54,1243.75,1.92,1.3,0.43
2016-03-22,20666.75,6192.74,2049.8,17582.57,41.45,41.79,1248.32,1.94,1.33,0.44
2016-03-23,20615.23,6199.11,2036.71,17502.59,39.79,40.47,1220.11,1.88,1.25,0.44
2016-03-24,20345.61,6106.48,2035.94,17515.73,39.46,40.44,1216.82,1.9,1.27,0.45
2016-03-25,20345.61,6106.48,2035.94,17515.73,39.46,40.44,1217.05,1.9,1.27,0.45
2016-03-28,20345.61,6106.48,2037.05,17535.39,39.39,40.27,1221.71,1.89,1.26,0.45
2016-03-29,20366.3,6105.9,2055.01,17633.11,38.28,39.14,1242.2,1.8,1.18,0.43
2016-03-30,20803.39,6203.17,2063.95,17716.66,38.32,39.26,1225.02,1.82,1.23,0.39
2016-03-31,20776.7,6174.9,2059.74,17685.09,38.34,39.6,1232.75,1.77,1.23,0.38
2016-04-01,20498.92,6146.05,2072.78,17792.75,36.79,38.67,1222.6,1.77,1.24,0.38
2016-04-04,20498.92,6164.72,2066.13,17737,35.7,37.69,1215.43,1.76,1.22,0.33
2016-04-05,20177,6091.23,2045.17,17603.32,35.89,37.87,1231.35,1.72,1.17,0.35
2016-04-06,20206.67,6161.63,2066.66,17716.05,37.75,39.84,1222.47,1.75,1.21,0.35
2016-04-07,20266.05,6136.89,2041.91,17541.96,37.26,39.43,1240.45,1.69,1.17,0.34
2016-04-08,20370.4,6204.41,2047.6,17576.96,39.72,41.94,1240.69,1.72,1.23,0.34
2016-04-11,20440.81,6200.12,2041.99,17556.41,40.36,42.83,1257.88,1.73,1.24,0.33
2016-04-12,20504.44,6242.39,2061.72,17721.25,42.17,44.69,1255.63,1.78,1.29,0.35
2016-04-13,21158.71,6362.89,2082.42,17908.28,41.76,44.18,1242.47,1.76,1.25,0.35
2016-04-14,21337.81,6365.1,2082.78,17926.43,41.5,43.84,1227.89,1.79,1.3,0.36
2016-04-15,21316.47,6343.75,2080.73,17897.46,40.36,43.1,1233.99,1.75,1.27,0.36
2016-04-18,21161.5,6353.52,2094.34,18004.16,39.78,42.91,1232.49,1.77,1.3,0.34
2016-04-19,21436.21,6405.35,2100.8,18053.6,41.08,44.03,1250.19,1.79,1.33,0.35
2016-04-20,21236.31,6410.26,2102.4,18096.27,42.63,45.8,1244.25,1.85,1.34,0.35
2016-04-21,21622.25,6381.44,2091.48,17982.52,43.18,44.53,1248.05,1.86,1.45,0.36
2016-04-22,21467.04,6310.44,2091.58,18003.75,43.73,45.11,1233.03,1.89,1.52,0.36
2016-04-25,21304.44,6260.92,2087.79,17977.24,42.64,44.48,1237.97,1.91,1.54,0.39
2016-04-26,21407.27,6284.52,2091.7,17990.32,44.04,45.74,1243.4,1.93,1.55,0.41
2016-04-27,21361.6,6319.91,2095.15,18041.55,45.33,47.18,1245.83,1.85,1.5,0.39
2016-04-28,21388.03,6322.4,2075.81,17830.76,46.03,48.14,1266.26,1.82,1.48,0.39
2016-04-29,21067.05,6241.89,2065.3,17773.64,45.92,48.13,1293.53,1.83,1.51,0.38
2016-05-02,21067.05,6241.89,2081.43,17891.16,44.78,45.83,1291.55,1.87,1.54,0.38
2016-05-03,20676.94,6185.59,2063.37,17750.91,43.65,44.97,1286.5,1.8,1.46,0.39
2016-05-04,20525.83,6112.02,2051.12,17651.26,43.78,44.62,1279.68,1.78,1.4,0.37
2016-05-05,20449.82,6117.25,2050.63,17660.71,44.32,45.01,1277.74,1.75,1.36,0.38
2016-05-06,20109.87,6125.7,2057.14,17740.63,44.66,45.37,1288.99,1.78,1.36,0.38
2016-05-09,20156.81,6114.81,2058.69,17705.91,43.44,43.63,1263.88,1.75,1.32,0.37
2016-05-10,20242.68,6156.65,2084.39,17928.35,44.66,45.52,1265.84,1.76,1.32,0.36
2016-05-11,20055.29,6162.49,2064.46,17711.12,46.23,47.6,1277.21,1.74,1.3,0.36
2016-05-12,19915.46,6104.19,2064.11,17720.5,46.7,48.08,1263.68,1.75,1.32,0.36
2016-05-13,19719.29,6138.5,2046.61,17535.32,46.21,47.83,1273.45,1.7,1.27,0.36
2016-05-16,19883.95,6151.4,2066.66,17710.71,47.72,48.97,1274.16,1.75,1.31,0.35
2016-05-17,20118.8,6167.77,2047.21,17529.98,48.31,49.28,1278.95,1.77,1.32,0.39
2016-05-18,19826.41,6165.8,2047.63,17526.62,48.19,48.93,1258.5,1.85,1.37,0.42
2016-05-19,19694.33,6053.35,2040.04,17435.4,48.16,48.81,1254.75,1.85,1.35,0.43
2016-05-20,19852.2,6156.32,2052.32,17500.94,47.75,48.72,1251.98,1.84,1.35,0.44
2016-05-23,19809.03,6136.43,2048.04,17492.93,48.08,48.35,1249.13,1.84,1.35,0.46
2016-05-24,19830.43,6219.26,2076.06,17706.05,48.62,48.61,1227.21,1.86,1.37,0.47
2016-05-25,20368.05,6262.85,2090.54,17851.51,49.56,49.74,1224.41,1.87,1.39,0.46
2016-05-26,20397.11,6265.65,2090.1,17828.29,49.48,49.59,1219.8,1.83,1.33,0.45
2016-05-27,20576.77,6270.79,2099.06,17873.22,49.33,49.32,1212.38,1.85,1.35,0.47
2016-05-30,20629.39,6270.79,2099.06,17873.22,49.33,49.76,1204.95,1.85,1.35,0.47
2016-05-31,20815.09,6230.79,2096.96,17787.2,49.1,49.69,1215.32,1.85,1.32,0.45
2016-06-01,20760.98,6191.93,2099.33,17789.67,49.01,49.72,1212.98,1.84,1.3,0.47
2016-06-02,20859.22,6185.61,2105.26,17838.56,49.17,50.04,1211,1.8,1.25,0.46
2016-06-03,20947.24,6209.63,2099.13,17807.06,48.62,49.64,1244.2,1.7,1.18,0.41
2016-06-06,21030.22,6273.4,2109.41,17920.33,49.69,50.55,1245.34,1.74,1.24,0.41
2016-06-07,21328.24,6284.53,2112.13,17938.28,50.36,51.44,1243.81,1.72,1.22,0.43
2016-06-08,21297.88,6301.52,2119.12,18005.05,51.23,52.51,1262.8,1.7,1.2,0.42
2016-06-09,21297.88,6231.89,2115.48,17985.19,50.56,51.95,1269.8,1.69,1.18,0.42
2016-06-10,21042.64,6115.76,2096.07,17865.34,49.07,50.54,1274.24,1.64,1.13,0.41
2016-06-13,20512.99,6044.97,2079.06,17732.48,48.88,50.35,1283.86,1.61,1.11,0.39
2016-06-14,20387.53,5923.53,2075.32,17674.82,48.49,49.83,1285.72,1.61,1.12,0.4
2016-06-15,20467.52,5966.8,2071.5,17640.17,48.01,48.97,1291.75,1.57,1.08,0.35
2016-06-16,20038.42,5950.48,2077.99,17733.1,46.21,47.19,1278.43,1.58,1.11,0.34
2016-06-17,20169.98,6021.09,2071.22,17675.16,47.98,49.17,1298.65,1.61,1.12,0.35
2016-06-20,20510.2,6204,2083.25,17804.87,49.37,50.65,1289.9,1.69,1.21,0.38
2016-06-21,20668.44,6226.55,2088.9,17829.73,48.85,50.62,1268.12,1.71,1.25,0.4
2016-06-22,20795.12,6261.19,2085.45,17780.83,49.13,49.88,1266.22,1.69,1.23,0.4
2016-06-23,20868.34,6338.1,2113.32,18011.07,50.11,50.91,1256.84,1.75,1.29,0.43
2016-06-24,20259.13,6138.69,2037.41,17400.75,47.64,48.41,1315.75,1.56,1.16,0.37
2016-06-27,20227.3,5982.2,2000.54,17140.24,46.33,47.16,1324.6,1.44,1.08,0.33
2016-06-28,20172.46,6140.39,2036.09,17409.72,47.85,48.58,1311.79,1.47,1.08,0.34
2016-06-29,20436.12,6360.06,2070.77,17694.68,49.88,50.61,1319.15,1.52,1.13,0.34
2016-06-30,20794.37,6504.33,2098.86,17929.99,48.33,49.68,1321.9,1.47,1.06,0.35
2016-07-01,20794.37,6577.83,2102.95,17949.37,48.99,50.35,1341.35,1.44,1.06,0.34
2016-07-04,21059.2,6522.26,2102.95,17949.37,48.99,50.1,1350.79,1.44,1.05,0.34
2016-07-05,20750.72,6545.37,2088.55,17840.62,46.6,47.96,1356.45,1.38,1,0.34
2016-07-06,20495.29,6463.59,2099.73,17918.62,47.43,48.8,1363.78,1.37,0.97,0.34
2016-07-07,20706.92,6533.79,2097.9,17895.88,45.14,46.4,1360.45,1.39,0.98,0.36
2016-07-08,20564.17,6590.64,2129.9,18146.74,45.41,46.76,1366.33,1.36,0.96,0.37
2016-07-11,20880.5,6682.86,2137.16,18226.93,44.76,46.25,1355.4,1.43,0.98,0.38
2016-07-12,21224.74,6680.69,2152.14,18347.67,46.8,48.47,1333.1,1.51,1.06,0.38
2016-07-13,21322.37,6670.4,2152.43,18372.12,44.75,46.26,1342.64,1.47,1,0.39
2016-07-14,21561.06,6654.47,2163.75,18506.41,45.68,47.37,1335.23,1.54,1.06,0.41
2016-07-15,21659.25,6669.24,2161.74,18516.55,45.95,47.61,1337.45,1.55,1.08,0.41
2016-07-18,21803.18,6695.42,2166.89,18533.05,45.24,46.96,1328.85,1.58,1.1,0.42
2016-07-19,21673.2,6697.37,2163.78,18559.01,44.65,46.66,1332.01,1.55,1.08,0.43
2016-07-20,21882.48,6728.99,2173.02,18595.03,44.94,47.17,1316.06,1.58,1.12,0.43
2016-07-21,22000.49,6699.89,2165.17,18517.23,44.75,46.2,1331.43,1.56,1.1,0.42
2016-07-22,21964.27,6730.48,2175.03,18570.85,44.19,45.69,1322.73,1.57,1.1,0.43
2016-07-25,21993.44,6710.13,2168.48,18493.06,43.13,44.72,1315.6,1.57,1.11,0.41
2016-07-26,22129.73,6724.03,2169.18,18473.75,42.92,44.87,1320.26,1.56,1.12,0.41
2016-07-27,22218.99,6750.43,2166.58,18472.17,41.92,43.47,1340.08,1.5,1.08,0.38
2016-07-28,22174.34,6721.06,2170.06,18456.35,41.14,42.7,1335.75,1.5,1.07,0.37
2016-07-29,21891.37,6724.43,2173.6,18432.24,41.6,42.46,1351.28,1.45,1.03,0.37
2016-08-01,22129.14,6693.95,2170.84,18404.51,40.06,42.14,1353.15,1.52,1.03,0.38
2016-08-02,22129.14,6645.4,2157.03,18313.77,39.51,41.8,1363.57,1.56,1.08,0.39
2016-08-03,21739.12,6634.4,2163.79,18355,40.83,43.1,1358.18,1.54,1.1,0.4
2016-08-04,21832.23,6740.16,2164.25,18352.05,41.93,44.29,1361.15,1.5,1.05,0.4
2016-08-05,22146.09,6793.47,2182.87,18543.53,41.8,44.27,1336,1.59,1.07,0.43
2016-08-08,22494.76,6809.13,2180.89,18529.29,43.02,45.39,1335.31,1.59,1.06,0.43
2016-08-09,22465.61,6851.3,2181.74,18533.05,42.77,44.98,1340.73,1.55,1.01,0.43
2016-08-10,22492.43,6866.42,2175.49,18495.66,41.71,44.05,1346.61,1.51,0.99,0.42
2016-08-11,22580.55,6914.71,2185.79,18613.52,43.49,46.04,1338.78,1.56,1.03,0.44
2016-08-12,22766.91,6916.02,2184.05,18576.47,44.49,46.97,1335.97,1.51,1.01,0.43
2016-08-15,22932.51,6941.19,2190.15,18636.05,45.74,48.35,1339.4,1.56,1.05,0.43
2016-08-16,22910.84,6893.92,2178.15,18552.02,46.58,49.23,1346.24,1.57,1.07,0.45
2016-08-17,22799.78,6859.15,2182.22,18573.94,46.79,49.85,1348.73,1.55,1.05,0.45
2016-08-18,23023.16,6868.96,2187.02,18597.7,48.22,50.89,1352.36,1.54,1.04,0.43
2016-08-19,22937.22,6858.95,2183.87,18552.57,48.52,50.88,1341.47,1.58,1.08,0.44
2016-08-22,22997.91,6828.54,2182.64,18529.42,47.05,49.16,1339.09,1.54,1.02,0.44
2016-08-23,22998.93,6868.51,2186.9,18547.3,48.1,49.96,1337.56,1.55,1.02,0.45
2016-08-24,22820.78,6835.78,2175.44,18481.48,46.77,49.05,1324.13,1.56,1.04,0.45
2016-08-25,22814.95,6816.9,2172.47,18448.41,47.33,49.67,1321.97,1.57,1.07,0.45
2016-08-26,22909.54,6838.05,2169.04,18395.4,47.64,49.92,1321.18,1.63,1.09,0.46
2016-08-29,22821.34,6838.05,2180.38,18502.99,46.98,49.26,1323.38,1.56,1.03,0.47
2016-08-30,23016.11,6820.79,2176.12,18454.3,46.35,48.37,1311.11,1.57,1.02,0.46
2016-08-31,22976.88,6781.51,2170.95,18400.88,44.7,47.04,1308.97,1.58,1.02,0.46
2016-09-01,23162.34,6745.97,2170.86,18419.3,43.16,45.45,1313.89,1.57,1.01,0.45
2016-09-02,23266.7,6894.6,2179.98,18491.96,44.44,46.83,1325.21,1.6,1.06,0.45
2016-09-05,23649.55,6879.42,2179.98,18491.96,44.44,47.63,1327.08,1.6,1.06,0.45
2016-09-06,23787.68,6826.05,2186.48,18538.12,44.83,47.26,1350,1.53,1.03,0.44
2016-09-07,23741.81,6846.58,2186.16,18526.14,45.5,47.98,1345.18,1.54,1.01,0.47
2016-09-08,23919.34,6858.7,2181.3,18479.91,47.62,49.99,1338.3,1.6,1.08,0.49
2016-09-09,24099.7,6776.95,2127.81,18085.45,45.88,48.01,1327.83,1.67,1.15,0.51
2016-09-12,23290.6,6700.9,2159.04,18325.07,46.29,48.32,1327.82,1.66,1.16,0.52
2016-09-13,23215.76,6665.63,2127.02,18066.75,44.9,47.1,1319.05,1.73,1.23,0.53
2016-09-14,23190.64,6673.31,2125.77,18034.77,43.58,45.85,1322.94,1.7,1.19,0.51
2016-09-15,23335.59,6730.3,2147.26,18212.48,43.91,46.59,1314.75,1.69,1.2,0.48
2016-09-16,23335.59,6710.28,2139.16,18123.8,43.03,45.77,1310.35,1.69,1.19,0.48
2016-09-19,23550.45,6813.55,2139.12,18120.17,43.3,45.95,1313.19,1.71,1.19,0.47
2016-09-20,23530.86,6830.79,2139.76,18129.96,43.44,45.88,1314.84,1.69,1.16,0.5
2016-09-21,23669.9,6834.77,2163.12,18293.7,45.34,46.83,1335.17,1.65,1.15,0.42
2016-09-22,23759.8,6911.4,2177.18,18392.46,46.32,47.65,1337.07,1.62,1.1,0.39
2016-09-23,23686.48,6909.43,2164.69,18261.45,44.48,45.89,1337.56,1.62,1.04,0.39
2016-09-26,23317.92,6818.04,2146.1,18094.83,45.93,47.35,1337.95,1.58,0.99,0.4
2016-09-27,23571.9,6807.67,2159.93,18228.3,44.67,45.97,1327.32,1.56,0.97,0.42
2016-09-28,23619.65,6849.38,2171.37,18339.24,47.05,48.69,1321.54,1.57,0.98,0.44
2016-09-29,23739.47,6919.42,2151.13,18143.45,47.83,49.24,1320.37,1.56,0.95,0.42
2016-09-30,23297.15,6899.33,2168.27,18308.15,48.24,49.06,1315.87,1.59,1,0.43
2016-10-03,23584.43,6983.52,2161.2,18253.85,48.81,50.89,1311.6,1.62,1.01,0.44
2016-10-04,23689.44,7074.34,2150.49,18168.45,48.69,50.87,1268.44,1.69,1.07,0.48
2016-10-05,23788.31,7033.25,2159.73,18281.03,49.83,51.86,1266.85,1.7,1.09,0.46
2016-10-06,23952.5,6999.96,2160.77,18268.5,50.44,52.51,1254.38,1.74,1.14,0.46
2016-10-07,23851.82,7044.39,2153.74,18240.49,49.81,51.93,1257.08,1.72,1.17,0.45
2016-10-10,23851.82,7097.5,2163.66,18329.04,51.35,53.14,1259.65,1.72,1.17,0.45
2016-10-11,23549.52,7070.88,2136.73,18128.66,50.79,52.41,1252.8,1.76,1.2,0.46
2016-10-12,23407.05,7024.01,2139.18,18144.2,50.18,51.81,1255.25,1.77,1.2,0.47
2016-10-13,23031.3,6977.74,2132.55,18098.94,50.44,52.03,1258.09,1.74,1.18,0.44
2016-10-14,23233.31,7013.55,2132.98,18138.38,50.35,51.95,1251.03,1.8,1.25,0.44
2016-10-17,23037.54,6947.55,2126.5,18086.4,49.94,51.52,1255.85,1.77,1.22,0.44
2016-10-18,23394.39,7000.06,2139.6,18161.94,50.29,51.68,1262.5,1.74,1.2,0.47
2016-10-19,23304.97,7021.92,2144.29,18202.62,51.6,52.67,1269.23,1.74,1.2,0.46
2016-10-20,23374.4,7026.9,2141.34,18162.35,50.43,51.38,1265.76,1.76,1.17,0.46
2016-10-21,23374.4,7020.47,2141.16,18145.71,50.85,51.78,1266.46,1.73,1.13,0.46
2016-10-24,23604.08,6986.4,2151.33,18223.03,50.52,51.46,1264.44,1.76,1.17,0.46
2016-10-25,23565.11,7017.64,2143.16,18169.27,49.96,50.79,1273.87,1.76,1.14,0.48
2016-10-26,23325.43,6958.09,2139.43,18199.33,49.18,49.98,1267.1,1.79,1.16,0.47
2016-10-27,23132.35,6986.57,2133.04,18169.68,49.72,50.47,1268.4,1.85,1.24,0.48
2016-10-28,22954.81,6996.26,2126.41,18161.19,48.7,49.71,1275.47,1.85,1.23,0.48
2016-10-31,22934.54,6954.22,2126.15,18142.42,46.86,48.3,1277.21,1.83,1.2,0.49
2016-11-01,23147.07,6917.14,2111.72,18037.1,46.67,48.14,1288.2,1.83,1.21,0.5
2016-11-02,22810.5,6845.42,2097.94,17959.64,45.34,46.86,1296.81,1.8,1.18,0.51
2016-11-03,22683.51,6790.51,2088.66,17930.67,44.66,46.35,1302.7,1.81,1.2,0.51
2016-11-04,22642.62,6693.26,2085.18,17888.28,44.07,45.58,1305.06,1.78,1.16,0.51
2016-11-07,22801.4,6806.9,2131.52,18259.6,44.89,46.15,1281.64,1.83,1.22,0.52
2016-11-08,22909.47,6843.13,2139.56,18332.74,44.98,46.04,1275.68,1.85,1.27,0.55
2016-11-09,22415.19,6911.84,2163.26,18589.69,45.27,46.36,1277.98,2.06,1.37,0.55
2016-11-10,22839.11,6827.98,2167.48,18807.88,44.66,45.84,1259.2,2.15,1.43,0.58
2016-11-11,22531.09,6730.43,2164.45,18847.66,43.41,44.75,1227.64,2.15,1.43,0.58
2016-11-14,22222.22,6753.18,2164.2,18868.69,43.32,44.43,1221.35,2.26,1.55,0.63
2016-11-15,22323.91,6792.74,2180.39,18923.06,45.81,46.95,1228.73,2.22,1.54,0.61
2016-11-16,22280.53,6749.72,2176.94,18868.14,45.57,46.63,1224.99,2.22,1.51,0.61
2016-11-17,22262.88,6794.71,2187.12,18903.82,45.42,46.49,1216.42,2.3,1.56,0.61
2016-11-18,22344.21,6775.77,2181.9,18867.93,45.69,46.86,1207.89,2.35,1.58,0.61
2016-11-21,22357.78,6777.96,2198.18,18956.69,47.49,48.9,1214.23,2.32,1.57,0.58
2016-11-22,22678.07,6819.72,2202.94,19023.87,48.03,49.12,1212.32,2.31,1.54,0.61
2016-11-23,22676.69,6817.71,2204.72,19083.18,47.96,48.95,1188.32,2.35,1.54,0.62
2016-11-24,22608.49,6829.2,2204.72,19083.18,47.96,49,1181.67,2.35,1.59,0.62
2016-11-25,22723.45,6840.75,2213.35,19152.14,46.06,47.24,1183.56,2.36,1.56,0.62
2016-11-28,22830.57,6799.47,2201.72,19097.9,47.08,48.24,1194,2.31,1.52,0.59
2016-11-29,22737.07,6772,2204.66,19121.6,45.23,46.38,1188.31,2.29,1.51,0.59
2016-11-30,22789.77,6783.79,2198.81,19123.58,49.44,50.47,1173.2,2.38,1.59,0.61
2016-12-01,22878.23,6752.93,2191.08,19191.93,51.06,53.94,1171.69,2.45,1.68,0.6
2016-12-02,22564.82,6730.72,2191.95,19170.42,51.68,54.46,1177.43,2.38,1.62,0.61
2016-12-05,22505.55,6746.83,2204.71,19216.24,51.79,54.94,1170.38,2.39,1.63,0.61
2016-12-06,22675.15,6779.84,2212.23,19251.78,50.93,53.93,1169.85,2.39,1.64,0.62
2016-12-07,22800.92,6902.23,2241.35,19549.62,49.77,53,1173.98,2.34,1.6,0.62
2016-12-08,22861.84,6931.55,2246.19,19614.81,50.84,53.89,1170.78,2.41,1.66,0.62
2016-12-09,22760.98,6954.21,2259.53,19756.85,51.5,54.33,1159.86,2.47,1.73,0.63
2016-12-12,22433.02,6890.42,2256.96,19796.43,52.83,55.69,1162.22,2.47,1.75,0.62
2016-12-13,22446.7,6968.57,2271.72,19911.21,52.98,55.72,1158.54,2.47,1.76,0.65
2016-12-14,22456.62,6949.19,2253.28,19792.53,51.04,53.9,1142.95,2.57,1.79,0.66
2016-12-15,22059.4,6999.01,2262.03,19852.24,50.9,54.02,1128.5,2.6,1.84,0.64
2016-12-16,22020.75,7011.64,2258.07,19843.41,51.9,55.21,1134.88,2.59,1.83,0.64
2016-12-19,21832.68,7017.16,2262.53,19883.06,52.12,54.92,1138.21,2.54,1.78,0.62
2016-12-20,21729.06,7043.96,2270.76,19974.62,52.23,55.35,1132.35,2.56,1.81,0.65
2016-12-21,21809.8,7041.42,2265.18,19941.96,52.49,54.46,1131.61,2.53,1.81,0.64
2016-12-22,21636.2,7063.68,2260.96,19918.88,52.95,55.05,1128.38,2.55,1.82,0.65
2016-12-23,21574.76,7068.17,2263.79,19933.81,53.02,55.16,1133.3,2.54,1.8,0.65
2016-12-26,21574.76,7068.17,2263.79,19933.81,53.02,55.16,1133.3,2.54,1.8,0.65
2016-12-27,21574.76,7068.17,2268.88,19945.04,53.9,56.09,1138.78,2.56,1.8,0.64
2016-12-28,21754.74,7106.08,2249.92,19833.68,54.06,56.22,1141.67,2.51,1.73,0.61
2016-12-29,21790.91,7120.26,2249.26,19819.78,53.77,56.14,1158.19,2.48,1.72,0.61
2016-12-30,22000.56,7142.83,2238.83,19762.6,53.72,56.82,1147.5,2.44,1.72,0.61
2017-01-02,22000.56,7142.83,2238.83,19762.6,53.72,56.82,1147.5,2.44,1.72,0.61
2017-01-03,22150.4,7177.89,2257.83,19881.76,52.33,55.47,1158.84,2.44,1.74,0.62
2017-01-04,22134.47,7189.74,2270.75,19942.16,53.26,56.46,1163.65,2.44,1.71,0.62
2017-01-05,22456.69,7195.31,2269,19899.29,53.76,56.89,1180.12,2.34,1.67,0.61
2017-01-06,22503.01,7210.05,2276.98,19963.8,53.99,57.1,1172.63,2.42,1.73,0.61
