Dates,HIS(Eq),UKX(Eq),SPX(Eq),INDU(Eq),CL1(Cm),CO1(Cm),XAU(Cm),USGG10YR(B),GCAN10YR(B),USGG6M(B)
1995-01-16,7504.24,3076.7,469.38,3932.34,17.88,16.37,377.75,7.68,9.34,6.35
1995-01-17,7606.51,3054.4,470.05,3930.66,18.32,16.82,380.6,7.68,9.42,6.42
1995-01-18,7630.2,3054.9,469.72,3928.98,18.73,16.93,382.4,7.7,9.44,6.45
1995-01-19,7422,3028.6,466.95,3882.21,18.69,16.8,383.75,7.74,9.5,6.46
1995-01-20,7278.1,2995,464.78,3869.43,18.65,16.87,384.2,7.81,9.68,6.49
1995-01-23,6967.93,2954.2,465.81,3867.41,18.1,16.64,381.5,7.82,9.59,6.47
1995-01-24,7022.9,2969,465.86,3862.7,18.39,16.86,381.75,7.85,9.53,6.53
1995-01-25,7240.72,2982.2,467.44,3871.44,18.39,16.79,381.1,7.8,9.42,6.48
1995-01-26,7310.53,3007.3,468.32,3870.44,18.24,16.67,381.5,7.75,9.36,6.44
1995-01-27,7297.12,3022.2,470.39,3857.99,17.95,16.39,378.25,7.61,9.27,6.39
1995-01-30,7342.65,2995.9,468.51,3832.08,18.09,16.57,377,7.64,9.33,6.37
1995-01-31,7342.65,2991.6,470.42,3843.86,18.39,16.8,375.1,7.58,9.22,6.41
1995-02-01,7342.65,3017.3,470.4,3847.56,18.52,16.88,376.2,7.66,9.19,6.46
1995-02-02,7342.65,3034.7,472.78,3870.77,18.54,16.89,376.25,7.66,9.18,6.45
1995-02-03,7478.92,3059.7,478.64,3928.64,18.78,17.2,376.3,7.5,8.98,6.34
1995-02-06,7897.8,3062,481.14,3937.72,18.59,17.22,375.9,7.53,8.93,6.35
1995-02-07,8004.01,3072.7,480.81,3937.39,18.46,17.07,374.8,7.51,8.92,6.35
1995-02-08,7934.83,3072.5,481.19,3935.37,18.3,17.07,376,7.51,8.9,6.31
1995-02-09,8054.88,3099,480.19,3932.68,18.24,17.11,376.5,7.58,8.92,6.35
1995-02-10,8012.82,3109.9,481.46,3939.07,18.46,17.33,376.3,7.61,9.07,6.38
1995-02-13,7974.82,3081.1,481.65,3954.21,18.27,17.42,375.6,7.6,9.04,6.37
1995-02-14,7862.67,3071.3,482.55,3958.25,18.32,16.75,376.3,7.49,8.97,6.34
1995-02-15,8103.14,3074.9,484.54,3986.17,18.42,16.76,376.5,7.42,8.85,6.28
1995-02-16,8133.34,3051.1,485.22,3987.52,18.59,16.92,377.15,7.4,9,6.25
1995-02-17,8043.01,3044.2,481.97,3953.54,18.91,17.14,379,7.42,8.96,6.25
1995-02-20,7906.74,3018.6,481.97,3953.54,18.91,16.97,379.7,7.43,8.96,6.25
1995-02-21,8082.29,3023.4,482.74,3963.97,18.86,16.95,378.7,7.44,8.91,6.27
1995-02-22,7909.27,3019.5,485.07,3973.05,18.63,16.97,379.55,7.33,8.8,6.16
1995-02-23,7976.41,3049.3,486.91,4003.33,18.43,16.84,379.15,7.33,8.76,6.18
1995-02-24,8218.95,3037.7,488.11,4011.74,18.69,17.08,376.6,7.31,8.77,6.18
1995-02-27,8126.65,3025.3,483.81,3988.57,18.66,17.06,376.5,7.21,8.6,6.11
1995-02-28,8327.52,3009.3,487.39,4011.05,18.49,16.87,377.1,7.2,8.52,6.17
1995-03-01,8296.96,3041.2,485.65,3994.8,18.32,16.61,374.9,7.22,8.57,6.18
1995-03-02,8253.33,3038.2,485.13,3979.92,18.35,16.63,376.9,7.29,8.73,6.18
1995-03-03,8185.15,3025.1,485.42,3989.61,18.63,16.87,376.8,7.34,8.8,6.21
1995-03-06,8093.91,3001.9,485.63,3997.56,18.59,16.86,379.2,7.41,8.88,6.26
1995-03-07,8138.66,2977,482.12,3962.63,18.63,16.94,384.4,7.43,8.9,6.27
1995-03-08,7929.99,2992.1,483.14,3979.23,18.33,16.78,379.9,7.34,8.66,6.23
1995-03-09,8076.79,2986.9,483.16,3983.38,18.02,16.58,382,7.27,8.65,6.19
1995-03-10,7949.39,3021.1,489.57,4035.6,17.91,16.46,382.3,7.22,8.6,6.19
1995-03-13,8111.27,3011.8,490.05,4025.23,18.19,16.6,385.75,7.18,8.57,6.18
1995-03-14,8094.58,3050.6,492.89,4048.75,17.94,16.46,385.8,7.11,8.54,6.19
1995-03-15,8365.21,3047,491.88,4038.37,18.11,16.57,386.3,7.09,8.56,6.18
1995-03-16,8347.75,3094.1,495.41,4069.15,18.16,16.65,384.1,7.09,8.54,6.15
1995-03-17,8534.71,3089.3,495.52,4073.65,18.26,16.63,383.7,7.11,8.63,6.14
1995-03-20,8594.43,3124.2,496.15,4083.68,18.56,16.84,383.1,7.12,8.69,6.14
1995-03-21,8580.31,3135,495.07,4072.61,18.43,16.76,383.5,7.18,8.66,6.18
1995-03-22,8509.11,3139.7,495.67,4082.98,18.96,17.22,383.1,7.19,8.72,6.12
1995-03-23,8467.67,3136.4,495.95,4087.83,18.92,17.26,383.75,7.18,8.71,6.12
1995-03-24,8484.66,3153.4,500.97,4138.66,18.78,17.12,382.3,7.08,8.63,6.09
1995-03-27,8687.54,3149.8,503.2,4157.34,19.07,17.31,382.1,7.05,8.53,6.04
1995-03-28,8827.93,3128.3,503.9,4151.81,19.05,17.24,382.3,7.14,8.59,6.08
1995-03-29,8732.75,3142.3,503.12,4160.8,19.22,17.46,382.4,7.13,8.57,6.02
1995-03-30,8676.17,3176.2,502.22,4172.56,19.15,17.39,386.4,7.16,8.61,6.08
1995-03-31,8587.72,3137.9,500.71,4157.69,19.17,17.5,391.4,7.2,8.6,6.12
1995-04-03,8400.44,3143.1,501.85,4168.41,19.03,17.39,392,7.13,8.55,6.09
1995-04-04,8491.93,3188.1,505.24,4201.61,19.18,17.56,392.3,7.13,8.52,6.15
1995-04-05,8491.93,3190.2,505.57,4200.57,19.56,17.97,394.4,7.1,8.54,6.11
1995-04-06,8418.18,3200.9,506.08,4205.41,19.77,18.25,394.25,7.07,8.48,6.07
1995-04-07,8470.28,3210.9,506.42,4192.62,19.67,18.23,392.9,7.1,8.5,6.09
1995-04-10,8469.78,3204.2,507.01,4198.15,19.59,18.26,389.9,7.11,8.47,6.08
1995-04-11,8514.6,3190.9,505.53,4187.08,19.88,18.63,390.3,7.08,8.46,6.06
1995-04-12,8509.69,3209.8,507.17,4197.8,19.55,18.9,390.2,7.05,8.48,6.03
1995-04-13,8661.99,3208.8,509.23,4208.18,19.15,17.62,389.5,7.02,8.4,5.98
1995-04-14,8661.99,3208.8,509.23,4208.18,19.15,17.62,389.5,7.02,8.4,5.98
1995-04-17,8661.99,3208.8,506.13,4195.38,19.73,17.62,394,7.03,8.38,5.97
1995-04-18,8644.97,3194.5,505.37,4179.13,20.05,18.36,395.2,7.04,8.39,5.94
1995-04-19,8581.86,3170.1,504.92,4207.49,20.41,18.5,394.7,7.03,8.41,5.96
1995-04-20,8631.37,3174.7,505.29,4230.66,20.52,18.53,392.5,7,8.4,5.95
1995-04-21,8645.39,3199.9,508.49,4270.08,20.41,18.79,390.4,7,8.38,5.96
1995-04-24,8625.55,3209.3,512.89,4303.98,20.12,18.55,390.45,6.99,8.33,5.99
1995-04-25,8505.6,3214.9,512.1,4300.17,20.29,18.74,390.2,6.99,8.33,6
1995-04-26,8285.69,3226.2,512.66,4299.83,20.15,18.71,386.7,7.01,8.32,6.01
1995-04-27,8312.29,3217.6,513.55,4314.7,20.43,19.07,387.25,7.04,8.35,6.06
1995-04-28,8361.03,3216.7,514.71,4321.27,20.38,19.06,387.1,7.06,8.36,6.08
1995-05-01,8226.04,3220.4,514.26,4316.08,20.5,19.17,388.1,7.06,8.35,6.08
1995-05-02,8212.11,3248.2,514.86,4328.88,20.09,18.67,389,7.02,8.33,6.04
1995-05-03,8299.67,3262.6,520.48,4373.14,19.89,18.57,389.9,6.93,8.26,5.94
1995-05-04,8319.75,3264.3,520.54,4359.66,20.29,18.92,390.7,6.86,8.18,5.91
1995-05-05,8332.17,3251.7,520.12,4343.4,20.33,19,390,6.68,8.02,5.87
1995-05-08,8488.36,3251.7,523.96,4383.86,20.29,19,389.7,6.69,8.04,5.9
1995-05-09,8574.08,3261.2,523.56,4390.78,19.61,18.33,383.8,6.6,7.97,5.91
1995-05-10,8796.88,3290.1,524.36,4404.62,19.75,18.44,383.8,6.67,8.04,5.91
1995-05-11,9025.66,3317.9,524.37,4411.19,19.41,18.31,383.8,6.68,8.07,5.93
1995-05-12,9217.83,3310.3,525.55,4430.55,19.52,18.52,383.7,6.66,8.12,5.96
1995-05-15,9189.79,3310.7,527.74,4437.47,19.9,18.75,385.1,6.62,8.06,5.91
1995-05-16,9162.32,3300.8,528.19,4435.05,20.08,18.77,384.8,6.54,8,5.9
1995-05-17,9170.24,3297.4,527.07,4422.6,19.96,18.37,383.6,6.54,8.05,5.9
1995-05-18,9115.72,3285.8,519.58,4340.63,20,18.29,383.6,6.59,8.04,5.93
1995-05-19,9013.32,3261,519.19,4341.33,20.06,18.39,383.5,6.63,8.05,5.97
1995-05-22,9058.74,3284.2,523.65,4395.62,19.81,18.48,382.3,6.63,8.05,5.98
1995-05-23,9302.86,3291.8,528.59,4436.43,19.77,18.39,383.3,6.55,8.02,5.94
1995-05-24,9258.18,3327.3,528.61,4438.16,19.41,18.13,384.2,6.41,7.9,5.87
1995-05-25,9390.6,3328.2,528.59,4412.22,19.26,18,385.3,6.38,7.97,5.9
1995-05-26,9329.18,3311.1,523.65,4368.99,18.69,17.36,386,6.39,8.04,5.88
1995-05-29,9316.17,3311.1,523.65,4368.99,18.69,17.36,387,6.4,8.04,5.89
1995-05-30,9245.3,3309.9,523.58,4378.68,18.78,17.6,385.5,6.28,7.94,5.85
1995-05-31,9407.38,3319.4,533.4,4465.14,18.89,17.7,384.3,6.28,7.89,5.82
1995-06-01,9559.74,3340.6,533.49,4472.75,18.9,17.69,385.05,6.2,7.88,5.69
1995-06-02,9559.74,3345,532.51,4444.39,19.14,17.94,383.6,6.1,7.77,5.55
1995-06-05,9570.37,3376.6,535.6,4476.55,19.25,18.1,384.6,6.07,7.68,5.61
1995-06-06,9497.83,3380,535.55,4485.2,19.06,17.89,384.5,6.09,7.74,5.63
1995-06-07,9382.58,3370.8,533.13,4462.02,19.13,17.98,386.4,6.19,7.82,5.76
1995-06-08,9292.78,3380.8,532.35,4458.57,18.91,17.76,385.5,6.26,7.86,5.8
1995-06-09,9267.62,3337.7,527.94,4423.99,18.8,17.69,388.5,6.39,7.94,5.87
1995-06-12,9121.45,3344.6,530.88,4446.46,18.86,17.66,387.4,6.36,7.97,5.8
1995-06-13,9103.17,3348,536.05,4484.5,18.91,17.7,386.8,6.12,7.82,5.6
1995-06-14,9364.77,3339.8,536.47,4491.08,19.05,17.87,388.1,6.15,7.83,5.61
1995-06-15,9262,3370.4,537.12,4496.26,18.94,17.9,391.4,6.18,7.88,5.67
1995-06-16,9313.95,3366.1,539.83,4510.79,18.84,17.34,390,6.2,7.92,5.68
1995-06-19,9313.95,3381.3,545.22,4553.67,18.22,16.71,391.7,6.14,7.93,5.65
1995-06-20,9278.69,3377.2,544.98,4550.56,18.01,16.69,391,6.16,7.92,5.68
1995-06-21,9243.65,3378.3,543.98,4547.1,17.46,16.21,391,6.12,7.88,5.64
1995-06-22,9158.95,3403.8,551.07,4589.64,17.5,16.39,390.1,6.02,7.7,5.6
1995-06-23,9224.36,3379.4,549.71,4585.84,17.49,16.45,390.3,6.05,7.74,5.59
1995-06-26,9201.25,3309.2,544.13,4551.25,17.64,16.43,389.9,6.12,7.85,5.66
1995-06-27,9199.54,3313.2,542.43,4542.61,17.77,16.63,389.5,6.14,7.86,5.6
1995-06-28,9151.37,3282.7,544.73,4556.78,17.97,16.83,387.3,6.08,7.8,5.54
1995-06-29,9200.13,3294,543.87,4550.56,17.56,16.43,388.1,6.25,7.96,5.65
1995-06-30,9206.54,3314.6,544.75,4556.09,17.4,16.38,384.6,6.2,7.93,5.58
1995-07-03,9138.21,3323.7,547.09,4585.14,17.4,16.27,385,6.21,7.93,5.6
1995-07-04,9182.47,3349.2,547.09,4585.14,17.4,16.02,385.15,6.21,7.97,5.6
1995-07-05,9407.27,3394.9,547.26,4615.23,17.18,16.09,384.3,6.18,7.96,5.66
1995-07-06,9376.87,3388.3,553.99,4664,17.37,16.2,385.2,6.03,7.8,5.49
1995-07-07,9632.25,3462.9,556.37,4702.73,17.14,16.05,385.9,6.05,7.78,5.51
1995-07-10,9727.54,3455,557.19,4702.38,17.34,16.11,386.25,6.04,7.74,5.51
1995-07-11,9669.97,3464,554.78,4680.6,17.32,16.06,385.3,6.12,7.8,5.55
1995-07-12,9639.62,3450.6,560.89,4727.28,17.49,16.23,389.2,6.09,7.76,5.53
1995-07-13,9742.44,3447.2,561,4727.48,17.25,16.05,389.25,6.09,7.82,5.53
1995-07-14,9727.96,3429.2,559.89,4708.82,17.32,16.06,388.9,6.16,7.9,5.59
1995-07-17,9633.98,3442.6,562.72,4736.29,17.2,15.83,389.4,6.22,7.99,5.62
1995-07-18,9616.98,3420.7,558.46,4686.28,17.35,15.91,390,6.3,8.07,5.63
1995-07-19,9418.91,3405.3,550.98,4628.87,17.33,15.83,388.1,6.41,8.22,5.65
1995-07-20,9423.2,3400.4,553.54,4641.55,17.01,15.6,386.5,6.41,8.24,5.68
1995-07-21,9410.23,3413.1,553.62,4641.55,16.79,15.59,386.6,6.53,8.18,5.69
1995-07-24,9288.04,3431.6,556.63,4668.67,16.88,15.65,387.4,6.44,8.28,5.66
1995-07-25,9359.1,3432.9,561.1,4714.45,16.93,15.73,387,6.4,8.21,5.66
1995-07-26,9354.95,3454.3,561.61,4707.06,17.5,16.11,386.9,6.46,8.27,5.67
1995-07-27,9361.33,3458.3,565.22,4732.77,17.49,16.11,383.3,6.42,8.3,5.58
1995-07-28,9451.69,3468.9,562.93,4715.51,17.43,16.01,383.5,6.47,8.35,5.6
1995-07-31,9453.42,3463.3,562.06,4708.47,17.56,16.01,382.6,6.43,8.41,5.59
1995-08-01,9385.27,3449.9,559.64,4700.36,17.7,16.15,383.5,6.47,8.47,5.64
1995-08-02,9410.14,3499.9,558.8,4690.15,17.78,16.21,383.25,6.43,8.35,5.62
1995-08-03,9379.72,3475.6,558.75,4701.42,17.72,16.23,384.3,6.52,8.37,5.66
1995-08-04,9362.83,3482.4,558.94,4683.46,17.71,16.23,384.1,6.49,8.37,5.64
1995-08-07,9318.4,3483.5,560.03,4693.32,17.65,16.17,384.5,6.46,8.37,5.62
1995-08-08,9303.82,3468.8,560.39,4693.32,17.79,16.19,385.05,6.46,8.32,5.61
1995-08-09,9301.65,3468.3,559.71,4671.49,17.78,16.29,384.9,6.48,8.34,5.61
1995-08-10,9142.55,3474.7,557.45,4643.66,17.89,16.31,384.5,6.5,8.27,5.63
1995-08-11,9006.93,3467.5,555.11,4618.3,17.86,16.26,384,6.61,8.35,5.68
1995-08-14,8924.27,3441.4,559.74,4659.86,17.48,15.96,384.7,6.58,8.41,5.67
1995-08-15,8931.31,3444.4,558.57,4640.84,17.47,15.85,385.7,6.55,8.44,5.7
1995-08-16,8985.05,3465.1,559.97,4639.08,17.55,15.84,382.8,6.54,8.33,5.69
1995-08-17,8896.66,3470.6,559.04,4630.63,17.66,15.96,384.75,6.56,8.37,5.72
1995-08-18,8895.82,3509.8,559.21,4617.6,17.87,16.04,385.3,6.56,8.31,5.71
1995-08-21,8900.48,3535.7,558.11,4614.78,18.25,16.26,384.9,6.53,8.25,5.69
1995-08-22,8947.19,3530.2,559.52,4620.42,18.54,16.29,383.5,6.55,8.29,5.69
1995-08-23,9132.64,3515.9,557.14,4584.85,18,16.26,383.7,6.58,8.31,5.68
1995-08-24,9058.34,3520,557.46,4580.62,17.86,16.2,383.2,6.46,8.15,5.6
1995-08-25,9080.39,3524.9,560.1,4601.4,17.86,16.17,383.4,6.35,8.06,5.58
1995-08-28,9080.39,3524.9,559.05,4594,17.82,16.17,383.3,6.34,7.99,5.59
1995-08-29,9152.89,3502.6,560,4608.44,17.82,16.19,382.7,6.36,8.04,5.6
1995-08-30,9197.21,3504,560.92,4604.57,17.79,16.2,381.6,6.33,7.99,5.54
1995-08-31,9179.86,3477.8,561.88,4610.56,17.84,16.25,382.75,6.28,7.96,5.52
1995-09-01,9196.47,3509.4,563.84,4647.54,18.04,16.43,381.05,6.23,7.89,5.52
1995-09-04,9252.95,3522.7,563.84,4647.54,18.04,16.61,380.25,6.23,7.89,5.51
1995-09-05,9222.91,3532.4,569.17,4670.08,18.58,16.85,380.4,6.18,7.86,5.53
1995-09-06,9194.68,3557.7,570.17,4683.81,18.36,16.66,380.5,6.18,7.92,5.54
1995-09-07,9278.99,3545.6,570.29,4669.72,18.27,16.62,383,6.22,8.05,5.58
1995-09-08,9393.21,3554.5,572.68,4700.72,18.44,16.67,382.9,6.22,8.09,5.57
1995-09-11,9438.95,3549.3,573.91,4704.94,18.47,16.74,383,6.22,8.12,5.57
1995-09-12,9434.81,3535.9,576.51,4747.21,18.64,16.87,385.4,6.16,8.08,5.53
1995-09-13,9581.36,3570.8,578.77,4765.52,18.54,16.78,384.4,6.18,8.1,5.54
1995-09-14,9680.1,3565.4,583.61,4801.8,18.85,16.91,386,6.1,8.03,5.48
1995-09-15,9797.4,3564.6,583.35,4797.57,18.92,16.8,385.2,6.13,7.95,5.5
1995-09-18,9770.05,3533.3,582.77,4780.41,18.93,16.84,385.75,6.18,7.92,5.5
1995-09-19,9646.14,3541.4,584.2,4767.04,18.95,16.79,385.7,6.14,7.84,5.45
1995-09-20,9630.96,3561.5,586.77,4792.69,18.69,16.39,385,6.11,7.86,5.42
1995-09-21,9536.27,3557.9,583,4767.4,17.56,16.12,385.5,6.2,7.88,5.51
1995-09-22,9541.87,3514.8,581.73,4764.15,17.25,15.96,384,6.24,7.89,5.52
1995-09-25,9497.88,3507,581.81,4769.93,17.47,16.08,383.2,6.25,7.86,5.55
1995-09-26,9583.34,3523.3,581.41,4765.6,17.33,16,384,6.26,7.88,5.61
1995-09-27,9650.6,3485,581.04,4762.34,17.57,16.17,383.6,6.26,7.89,5.59
1995-09-28,9600.56,3479,585.87,4787.63,17.76,16.33,383.9,6.27,7.86,5.61
1995-09-29,9646.34,3508.2,584.41,4789.08,17.54,16.12,384,6.18,7.78,5.57
1995-10-02,9724.98,3520.2,581.72,4761.26,17.64,16.23,382.5,6.14,7.72,5.57
1995-10-03,9805.46,3524.2,582.34,4749.7,17.56,16.16,382.5,6.12,7.7,5.6
1995-10-04,9939.95,3544.1,581.47,4740.67,17.3,15.98,383.1,6.09,7.72,5.56
1995-10-05,9888.04,3544.4,582.63,4762.71,16.87,15.61,383.4,6.07,7.65,5.56
1995-10-06,9873.9,3526.5,582.49,4769.21,17.03,15.76,383.4,6.06,7.62,5.58
1995-10-09,9863.44,3510.3,578.37,4726.22,17.31,15.96,384.9,6.06,7.62,5.58
1995-10-10,9730.92,3460.1,577.52,4720.8,17.42,16.03,385.5,6.09,7.66,5.58
1995-10-11,9635.06,3474.3,579.46,4735.25,17.29,15.94,385.15,6.09,7.7,5.56
1995-10-12,9685.14,3523.8,583.1,4764.87,17.12,15.83,384.8,6.04,7.7,5.56
1995-10-13,9883.78,3568,584.5,4793.78,17.41,16.23,384.5,5.96,7.59,5.55
1995-10-16,10009.28,3557.3,583.03,4784.38,17.59,16.31,384,5.95,7.58,5.56
1995-10-17,10032.93,3562.2,586.78,4795.94,17.68,16.11,384.1,5.93,7.55,5.54
1995-10-18,9973.7,3593,587.44,4777.52,17.61,16.05,384.05,5.99,7.59,5.54
1995-10-19,9981.61,3578.6,590.65,4802.45,17.32,15.84,382.25,5.97,7.65,5.54
1995-10-20,9895.24,3551.4,587.46,4794.86,17.37,15.88,382.1,6.04,7.81,5.57
1995-10-23,9880.53,3531.5,585.06,4755.48,17.21,15.94,383,6.07,7.97,5.58
1995-10-24,9775.66,3535.3,586.54,4783.66,17.32,16.05,382.7,6.01,7.87,5.55
1995-10-25,9841.06,3537.8,582.47,4753.67,17.32,16.03,383,6,7.88,5.54
1995-10-26,9774.48,3519.6,576.72,4703.82,17.58,16.25,383.25,6.07,7.83,5.51
1995-10-27,9680.75,3497.9,579.7,4741.75,17.54,16.28,383,6.04,7.85,5.53
1995-10-30,9672.39,3510,583.25,4756.56,17.62,16.27,382.5,6.04,7.75,5.53
1995-10-31,9782.39,3529.1,581.5,4755.48,17.64,16.33,383,6.02,7.52,5.56
1995-11-01,9782.39,3518.7,584.22,4766.68,17.74,16.39,382.5,5.98,7.6,5.49
1995-11-02,9749.36,3523,589.72,4808.59,17.98,16.64,382.9,5.89,7.55,5.46
1995-11-03,9855.8,3500.4,590.57,4825.57,17.94,16.63,382.6,5.93,7.49,5.5
1995-11-06,9736.1,3514.8,588.46,4814.01,17.71,16.47,382.7,5.96,7.54,5.53
1995-11-07,9732.41,3522.4,586.32,4797.03,17.65,16.4,385.5,5.98,7.65,5.53
1995-11-08,9562.45,3537.1,591.71,4852.66,17.82,16.62,385.1,5.93,7.6,5.5
1995-11-09,9497.83,3541.6,593.26,4864.22,17.84,16.65,386.5,5.96,7.61,5.51
1995-11-10,9411.85,3523.4,592.72,4870.37,17.83,16.58,389.5,6,7.65,5.55
1995-11-13,9385.22,3536.8,592.3,4872.89,17.8,16.6,387.4,5.96,7.61,5.55
1995-11-14,9407.37,3547.9,589.29,4871.81,17.82,16.62,386,5.95,7.6,5.5
1995-11-15,9431.38,3571.4,593.96,4922.75,17.93,16.73,386.25,5.98,7.6,5.54
1995-11-16,9367.65,3610.8,597.34,4969.36,18.19,16.68,386,5.91,7.53,5.5
1995-11-17,9287.9,3609.2,600.07,4989.95,18.57,16.93,387.3,5.91,7.52,5.49
1995-11-20,9373.91,3628.8,596.85,4983.08,18.57,16.81,386.9,5.93,7.55,5.51
1995-11-21,9452.09,3604.1,600.24,5023.55,17.97,16.75,385.7,5.95,7.51,5.51
1995-11-22,9501.61,3632.4,598.4,5041.61,17.96,16.75,381.9,5.94,7.47,5.51
1995-11-23,9505.67,3602.5,598.4,5041.61,17.96,16.74,383.1,5.93,7.42,5.51
1995-11-24,9488.75,3624,599.97,5048.84,17.96,16.79,384,5.91,7.34,5.47
1995-11-27,9523.87,3649,601.32,5070.87,18.38,17.18,385.3,5.88,7.34,5.5
1995-11-28,9623.79,3648.8,606.45,5078.1,18.33,17.14,388.8,5.88,7.32,5.51
1995-11-29,9617.32,3655.5,607.64,5105.56,18.26,17.08,389.1,5.83,7.24,5.48
1995-11-30,9813.34,3664.3,605.37,5074.49,18.18,17.04,387.8,5.74,7.15,5.46
1995-12-01,9862.55,3680.4,606.98,5087.13,18.43,17.25,386.6,5.71,7.18,5.43
1995-12-04,9940.63,3669.7,613.68,5139.52,18.63,17.45,386.2,5.64,7.13,5.44
1995-12-05,9975.37,3664.2,617.68,5177.45,18.67,17.52,387.15,5.68,7.17,5.42
1995-12-06,9898.89,3662.8,620.18,5199.13,18.77,17.59,388.9,5.68,7.16,5.4
1995-12-07,9863.98,3639.5,616.17,5159.39,18.73,17.57,389.1,5.73,7.25,5.42
1995-12-08,9863.61,3630,617.48,5156.86,18.97,17.76,390,5.72,7.28,5.45
1995-12-11,9835.17,3652.1,619.52,5184.32,18.66,17.52,388.6,5.71,7.38,5.44
1995-12-12,9927.79,3654.9,618.78,5174.92,18.73,17.63,388.9,5.72,7.38,5.41
1995-12-13,9920.88,3662.4,621.69,5216.47,19,17.94,386.6,5.75,7.39,5.43
1995-12-14,9912.84,3671.6,616.92,5182.15,19.11,18.06,386.2,5.75,7.32,5.4
1995-12-15,9858.65,3642.6,616.34,5176.73,19.51,17.83,386.5,5.76,7.3,5.36
1995-12-18,9806.58,3596.1,606.81,5075.21,19.67,17.88,388.1,5.86,7.39,5.4
1995-12-19,9705.86,3576.9,611.93,5109.89,19.12,17.74,387.7,5.75,7.3,5.3
1995-12-20,9877.86,3613.7,605.94,5059.31,18.97,17.85,388.2,5.77,7.35,5.32
1995-12-21,9907.61,3633.3,610.49,5096.52,18.96,17.8,388.05,5.74,7.3,5.28
1995-12-22,9932.2,3658.3,611.96,5097.97,19.14,17.82,387.5,5.71,7.21,5.26
1995-12-25,9932.2,3658.3,611.96,5097.97,19.14,17.82,388,5.71,7.21,5.26
1995-12-26,9932.2,3658.3,614.3,5110.25,19.27,17.82,388.05,5.68,7.22,5.26
1995-12-27,9985.23,3676.4,614.53,5105.92,19.5,18.35,387.05,5.66,7.12,5.22
1995-12-28,9998.17,3676.7,614.12,5095.8,19.36,18.26,387.15,5.62,7.08,5.09
1995-12-29,10073.39,3689.3,615.93,5117.12,19.55,18.33,387.1,5.57,7.08,5.15
1996-01-01,10073.39,3689.3,615.93,5117.12,19.55,18.33,387.1,5.57,7.08,5.15
1996-01-02,10204.87,3687.9,620.73,5177.45,19.81,18.62,391.25,5.59,7.1,5.18
1996-01-03,10397.44,3715.6,621.32,5194.07,19.89,18.63,395.3,5.57,7.05,5.21
1996-01-04,10573.9,3714.1,617.7,5173.84,19.91,18.68,394,5.65,7.03,5.22
1996-01-05,10529.9,3704.5,616.71,5181.42,20.26,19.05,396.3,5.67,7.1,5.22
1996-01-08,10466.67,3720.6,618.46,5197.68,20.26,19.22,396.95,5.68,7.1,5.22
1996-01-09,10427.2,3700.3,609.45,5130.12,19.95,18.66,396.3,5.74,7.14,5.18
1996-01-10,10304.63,3671.5,598.48,5032.94,19.67,18.5,399.8,5.82,7.27,5.19
1996-01-11,10429.82,3654.9,602.69,5065.09,18.79,17.89,399,5.78,7.22,5.17
1996-01-12,10540.01,3657.3,601.81,5061.12,18.25,17.41,396.3,5.74,7.16,5.17
1996-01-15,10634.5,3662.7,599.82,5043.78,18.38,17.56,396,5.74,7.13,5.17
1996-01-16,10671.15,3710.6,608.44,5088.22,18.05,17.76,398.6,5.63,7.1,5.06
1996-01-17,10593.82,3704.2,606.37,5066.9,18.52,17.09,399.8,5.58,7.04,5.05
1996-01-18,10536.49,3748.7,608.24,5124.34,19.18,17.32,397.5,5.52,6.99,5.03
1996-01-19,10764.09,3748.4,611.83,5184.68,18.94,17.12,399.8,5.53,6.98,5.06
1996-01-22,10955.33,3754.2,613.4,5219.36,18.62,16.99,403.6,5.61,7.07,5.1
1996-01-23,10957.22,3735,612.79,5192.26,18.06,16.87,403.5,5.66,7.14,5.11
1996-01-24,10960.21,3758.2,619.96,5242.84,18.28,16.99,403.65,5.61,7.04,5.09
1996-01-25,11103.08,3734.2,617.03,5216.83,17.67,16.48,406.85,5.69,7.12,5.13
1996-01-26,11111.87,3734.7,621.62,5271.74,17.73,16.49,406.2,5.63,7.11,5.09
1996-01-29,11058.97,3734.6,624.22,5304.98,17.45,16.22,406.3,5.68,7.13,5.13
1996-01-30,11201.46,3735.3,630.15,5381.21,17.56,16.37,404.7,5.62,7.07,5.04
1996-01-31,11359.7,3759.3,636.02,5395.3,17.74,16.52,406.3,5.58,7.06,4.96
1996-02-01,11362.8,3752.8,638.46,5405.05,17.71,16.52,411.6,5.6,7.01,4.96
1996-02-02,11469.4,3781.3,635.84,5373.99,17.8,16.71,415.5,5.67,7.06,4.95
1996-02-05,11484.12,3746.6,641.43,5407.58,17.54,16.54,413.95,5.69,7.12,4.98
1996-02-06,11391.38,3747.5,646.33,5459.61,17.69,16.61,412.4,5.66,7.11,4.96
1996-02-07,11388.59,3726.1,649.93,5492.12,17.74,16.59,409.2,5.67,7.07,4.94
1996-02-08,11331.77,3708.4,656.07,5539.45,17.76,16.74,409.3,5.65,7.03,4.92
1996-02-09,11310.28,3716.3,656.37,5541.62,17.78,16.78,405.8,5.66,7.04,4.92
1996-02-12,11256.59,3726.6,661.45,5600.14,17.97,16.93,401.4,5.59,6.97,4.9
